区域,北京,餐饮类型,烧烤烤串,店铺id,4147527,店铺名称,金滏山自助烤肉（大成路店）,经度,116.255102,纬度,39.889762
xielingyancc,5.0,三个大人两个孩子吃的！特别合适！味道很棒，服务很棒
臭居居0,5.0,"五星好评，百度烤肉（梨园店）必须点个赞，强烈推荐！ 首先说一说环境
韩餐有一些日风的画像，很是耐看。画风也很美，最主要的是屋里那个和谐的氛围。
超喜欢这个摆盘，还回来再光临本店的"
zs69583916,3.0,套餐里两个肉一份鱼一份酸菜，缺少新鲜蔬菜搭配，冷面很大份，三个人吃不了
聪明小吃货我爱你,2.0,"可以🌟吸引你的，首先是颜值；
     惊艳你的，最终是效果；
     从❝不妨一试❞
     到❝一用就爱上❞
     最终❝非你不可❞
赖氏家具不辜负每一个美🎉"
匿名用户,3.0,东西不错，上菜特别快，服务也挺不错的，味道可以的
臭居居0,5.0,人挺多，但服务不落后。菜品很好，很新鲜。总体感觉不吃，还会再来的。正如灰太狼的那句“我还会回来的”如此<笑哭><笑哭>
Bys653981340,3.0,"【口味】
【环境】
【服务】
【等位】还可以"
臭居居0,5.0,"首先说一说环境
韩餐有一些日风的画像，很是耐看。画风也很美，最主要的是屋里那个和谐的氛围。
菜品的话
肉类很新鲜，味道不错。腌制过的肉偏甜口，个人比较喜欢。不腌制过的肉配上蘸料美味极了，蘸料是自助的好"
彭火火vv,5.0,好吃
june577680085,5.0,物美价廉 味道好 下次还来
cuichqo,5.0,冬天冷面该换了
臭居居0,5.0,好评好评
rRI787681143,1.0,它家除了买单时候不忙其他时候都忙死了要！！！！！什么都不管！！生气！烤肉很好吃但服务态度太差了！！！让我们坐2楼，然而生菜和小菜在一楼，没有人告诉！！！！然后还得自己来来回回下去拿呵呵，蔬菜不会烤，服务员说太忙了自己烤！有一个服务员小姐姐很好～但有一个超级凶，连给其他客人怎么买单都不会还很开心？？？再也不想来了，推荐八里桥店！
匿名用户,3.0,小菜很丰富。种类很多。还有免费的粥。
xwwenwen,4.0,很满意 他们家很实惠   多春鱼好吃   就是小料有点贵
南宫海遥685,4.0,还行吧服务挺好
不凡9个9,2.0,服务都还好，菜品好多都冻着有血水烤出来很腥，就是免费的小菜没了也不及时加，特别是南瓜羹吃饭时没有了，问服务员说正在做。直到吃完也没给加。
yqn876100044,5.0,好吃不贵，比预期味道好
jijunyang68,4.0,吃不完，菜品味道很好！
HEk494218212,2.0,服务态度一般
臭居居0,5.0,超级赞
Rtt292223560,1.0,辣白菜炒五花肉拌饭  米饭是凉的不说五花肉还是坏的  恶心的我出来就吐了  服务人员态度更差
匿名用户,2.0,结账才要小料钱，很无奈，服务态度还一脸冷漠
匿名用户,5.0,好吃不贵
awO346207274,2.0,服务非常一般，炉具，小料，餐具样样收费！一个大人带个小孩一百五十元是吃不饱的……来一次是他的错，再来第二次就是我自己的错了
yqH397807473,1.0,结账的时候也是醉了，又美团付的，结果说又美团也不说声，那态度真是………再也不会去了！！！！！！
匿名用户,5.0,挺好吃的，不错，买的份大了，吃撑了
oXw225216904,2.0,服务态度差。不卫生。
UBm251716710,1.0,上菜慢，态度不好
iuF956993118,1.0,服务差
吕大典,5.0,挺好吃的，下次有时间还会来
阿周g,5.0,肉不错
LWh890265039,1.0,服务差
w静z,1.0,差评差评！首先肉不新鲜，其次服务态度一般，个别服务员冷着个脸 ，再者吃饭还单收烤炉费以及小料费 。绝对不会再去第二次
LgM636536478,5.0,非常好吃，服务好！店铺新装修了，环境好，很赞，和朋友一起来的，大家都很开心😃！
PNh980519286,5.0,环境非常棒   楼上新装修  给人眼前一亮的感觉
tDc383486171,2.0,服务不好 味道一般
匿名用户,1.0,真心不咋地，和妈妈去的，还不如去吃自助呢，160元自助吃的都比这好，最后告诉我还收烤炉费，头一次吃烤肉收这个费，差差差，反正我是再也不会去了
cjd448977859,1.0,欠发票
lFL257212824,5.0,味道很好 套餐两个人真心吃不了 得三人
匿名用户,2.0,肉实在是太差了，和自助的差不多，还要另收费，不会再去了
臭居居0,5.0,才非常好吃，上菜快。我喜欢那个雪花黑牛，味道好。来吃百度烤肉一定要点上一盘雪花黑牛
dlX880869474,5.0,今天带朋友过来吃烤肉 菜品口味非常棒   服务态度也好 非常棒  以后还会常来  还有自助的小料 凉菜 生菜 南瓜粥  都是4元一位随便吃 自己挑自己选非常好  太棒了  这是我吃过非常好吃的一家店
PNh980519286,5.0,服务态度好  上菜快  适合跟朋友小聚  下次还会再来
ebD586880484,1.0,吃主食现结，吃烤肉后结。啥规定啊！
WPv214773305,4.0,还不错。。。。。
vgu506264374,2.0,服务很一般
pcQ870929920,5.0,主管服务很好！
qnF827875104,3.0,还可以，菜上的快，环境可以，味道也可以
cuichqo,4.0,好吃，经常来
cuichqo,4.0,好吃第一份
cuichqo,4.0,好吃第十单
cuichqo,4.0,好吃，
cuichqo,4.0,第六份
cuichqo,5.0,第四份
cuichqo,5.0,第五份
cuichqo,4.0,第二份
cuichqo,5.0,第三份
cuichqo,5.0,第八分
cuichqo,5.0,第七份
gOT307987802,1.0,感觉没以前好了。肥牛饭竟然里面都是猪肉
FYL0729,4.0,不错，味道好
jxm890616,1.0,没有满意的地方 百度最差的店
匿名用户,1.0,服务员工作很不灵活，同样价位的菜品只有店家能换自己却不能调换，烤肉不给孜然给的是麻汁酱，这到底是吃啥？
Gzv261104145,5.0,挺好的
xmi787535652,5.0,服务真好
PLP753343480,4.0,水果捞太难吃
UBQ651473371,1.0,不好吃，不会再去第二次，五花肉都是肥腻
LgM636536478,5.0,肉很新鲜，味道好，服务也很贴心，值得推荐！
Freecare164,1.0,服务差，菜差，生菜不够→_→
Wjh300384815,5.0,不错
TIh224723258,1.0,东西很不好，都是要坏的感觉，差评
紫色偶然1980,3.0,晚上去的，人不多，环境还可以，服务态度挺好的，菜量两个人吃不了，还打包了
孤单的金毛,4.0,烤肉味道不错，价格也可以，现在离着选了没时间去了
Ang3la丶,1.0,不好吃。服务也是非常差。 。。。。
CkP670036371,3.0,菜品还可以，牛肉很新鲜，菜品偏贵，人均消费在100以上
hSa987806286,3.0,已经不行了，肉没那么新鲜了，服务也一般，不值得推荐了…
xiangxiangdemeng,1.0,我们吃完以后都拉肚子了服务员态度好，菜量太少
jru597684743,1.0,下次不会在来了口大家在想烤肉时候请想好了
刘。洋,5.0,肉不错 挺好吃的 离家近 一直去
DQlove678,5.0,挺好的羊肉嫩
dDl369605416,1.0,特别难吃 还不新鲜
Vat190718491,2.0,牛肉口感非常一般，味道一般般，总之都一般
WPv214773305,5.0,挺好的。。
潴潴卜許哭,1.0,服务态度越来越差，东西越来越少，价格反而越来越贵，而且没有百度烤肉没有了
szr19930221,5.0,服务态度好
qVR684737630,5.0,来过好多次了，真心赞
兔子公主DH,5.0,很好吃，就是上菜速度慢点，中午去的人不是很多，味道很好
lWc152771919,5.0,领班非常漂亮
OMj442700640,3.0,菜量少
Hgi435737765,1.0,越来越不如从前了，各方面都是！
巴斯光年v6v8,5.0,不好吃
GSk133759120,3.0,离单位近，方便。座位比较舒服有wifi.
gRv858620333,2.0,量少，味道一般般，没有之前在三间房那边的那家好吃，不是很满意
efG197780236,5.0,难吃 坑
区域,北京,餐饮类型,烧烤烤串,店铺id,277316,店铺名称,阳美江韩国料理,经度,116.418014,纬度,39.972724
用户,星级,评论
division3,5.0,还不错
Zhaos666,3.0,还可以，不太好吃，南瓜粥太少了，好吃的没几个
瞻彼淇奥,5.0,多年老店，味道和服务一直很好，常来
zhao1918,3.0,味道一般，元旦那天去的，几个服务员根本忙不过来，最主要挨着窗户坐，漏风很冷
Mr.Luo2,3.0,还可以，挺好的，环境也不错，嗯嗯哈哈哈
dingjunsheng,5.0,烤牛肋、鸡脆骨、拌面都好吃！
匿名用户,4.0,第三次光顾了，三个人吃一份火锅，再来两个小菜刚好，味道很好，就是冬天有点了冷，好像没暖气
LAQ503928233,1.0,五花肉，绝对不是切下来的正常猪肉，是加工拼接过的，拼接也就忍了，可看着瘦肉的部份，烤过后就变成肥肉了，不知什么原理，最主要的然后吃着那油腻的感觉比吃肥肉的感觉还差。调味牛五花不太确认，只有鸡肉是正常鸡肉。三份肉，两个人吃，刚开始以为不够吃，结果最后余下许多。价值50元或许可以，他的南瓜粥及送的小菜还基本可以，建议不要吃他家的肉，可这又是烤肉。。。。
NGp331206313,4.0,推荐菜口感都不错，份量也行，服务员挺勤快的。
PYt359786755,5.0,味道很不错，四人餐刚好吃完
beibeibei111,5.0,"烤肉很好吃，大酱汤好喝，五花肉也很香。又一次没吃完，菜量太大了
环境挺好的，也没怎么等位，价格也挺实惠的，服务也很赞"
yra317005387,1.0,真心不好吃，肉质不行还弄的很难吃的酱料
DfS179685901,5.0,态度好到爆炸
匿名用户,2.0,吃出一根头发，虽然给重新换了一份，但第二锅就没有培根，还是我找服务员要的～服务员给的解释是忘记放了。第二锅的菜量明显比第一锅少！店家为了表达歉意，送了两瓶饮料，服务倒是挺不错的。
Dab541556649,5.0,"【口味】
【环境】
【服务】
【等位】不错味道好"
eXZ938744406,4.0,好吃，是回头客了，五花肉烧烤一绝，二人餐太多了，根本吃不完，每次都吃到撑，性价比还可以哟
匿名用户,3.0,肉不好吃，怎么烤都觉得不熟。不是很推荐去这里聚餐
天空之城hp,4.0,感觉还行
opb350799686,2.0,收银的那个男生服务态度真是不咋地 说话的语气太横了 有一个男生服务还不错 你一看他就知道你有需要然后他就会过来
grape926,4.0,每次必点的肥牛拌饭，冷面，烤肉都还不错。旁边还增加了馄饨和麻辣烫可以适应家里老老少少的不同需求。 #韩式烤牛肉# #打糕# #牛肉拌饭# #部队火锅# #铁板鸡脆骨# #韩式拌面# #冷面#
eAl318659565,5.0,菜量足，服务好，特别好吃
a你个小贱贱,3.0,味道还可以  就是料不太喜欢……吃的饱
Pink喵02,4.0,还不错！四人吃刚好。第二次来吃了！
shylock521,5.0,1月29号来的，整个店里能看到的就只有三个服务员，忙里忙外的。不过顾客络绎不绝，肉也比较整。下面说重点哈，就是结账的时候，我用美团直接结的，结果付完发现美团没有自动使用代金券。然后我看老板特别忙，就说要不算了吧，但是老板还是坚持给退了，然后让我重新买了代金券消费。真的挺给力，感觉店里从服务员到老板，都充满活力。赞！
匿名用户,4.0,味道还可以，主要服务超级好
M9991,4.0,菜可以吧，最好两人吃比较合适欧！
劉洋宾,5.0,我们俩个人吃的，怕双人套餐不够，点了个四人套餐没吃完！
ciphershieh,5.0,味道还可以，和朋友一起去的，当时就在美图上找的距离最近的韩国烤肉，点的两人餐，菜有点多，剩下了一部分。                 PS.店里的服务生小哥很帅，超级瘦，好羡慕他的细腰长腿🤣
毛宇1370,2.0,喜欢吃这个，但是现在是量特别少，还特别的贵！
匿名用户,3.0,习惯的口味，味道挺好的环境也不错
小华华and超叔叔,5.0,菜量很大两个人吃不完。
匿名用户,4.0,经常来…还不错
JHd207466644,5.0,炸打糕很好吃，石锅拌饭口感也不错，份量一般，年糕用醋炒了一下，也可以。整体上不错，送的小菜一般般
毛宇1370,3.0,感觉味道还不错！就是量特别的少！所以感觉有点贵啦！不如去别家吃了！
毛宇1370,3.0,味道不错！价格贵了些！量非常非常少！
匿名用户,4.0, #盐味牛舌# #调味牛五花# #辣牛肉粉丝汤# #调味牛舌# #烤五花# #红酒牛舌# #打糕# #五花肉#
CMA350891677,2.0,味道一般，菜品一般。看个人口味。
匿名用户,5.0, #五花肉# #石锅拌饭# #大酱汤# #南瓜粥# #盐味牛舌# #炒米条# #韩式拌面# #海鲜炒年糕# #烤鸡腿肉# #烤全牛#
喵巴克,5.0,和老婆一起来吃的，分量还算不错，味道挺好的，去的时候人不多，环境很好
hujun82,3.0,还凑合吧，学校附近，只能说还行吧
匿名用户,4.0,环境不错  服务也到位  就是偏贵  菜量也不大
方程式配平,5.0,美团的套餐特别实惠，三个女生没吃完，好吃不贵在学校门口，会再来的～
cimoryouji,3.0,请朋友吃饭，朋友们很喜欢，一个四人餐再加一个部队锅泡菜饼，五个人刚刚好。人不是很多，环境很好。
cZV279920124,5.0,还可以吧
匿名用户,2.0,就还好，菜品量可以，环境也还可以
王子教练,2.0,一般般吧！菜量不是很大，炭火烤的，容易糊，总体还可以吧！
gyt81771425,5.0,环境好，离学校近，肉质不错，吃着方便，人不会太多，环境比较好，适合情侣两人说话聊天，感觉很不错
zhangx1219,4.0,味道很好
Juc258756751,4.0,五花肉特别好吃，现在不在那边上班，再想吃就不容易了
Lzr474851041,5.0,冷面很好吃～火锅也好棒。两个人吃撑了
Extinction795,5.0,非常好吃!服务也很周到。才知道烤肉的正确食用方 笑:-D
dqV307102870,3.0,还挺不错的，孩子挺喜欢吃的！去过好几次了
匿名用户,4.0,好吃！冷面，石锅，大酱汤，铁板都是最爱！ #石锅拌饭# #大酱汤# #铁板鱿鱼# #荞麦冷面#
博LJY,4.0,挺好吃的，就是我想吃酸菜，没有酸菜
TvV886414259,5.0,不错
beibeibei111,5.0,双人餐量好大，足够3-4个人吃了
匿名用户,2.0,肉少不新鲜，小菜和南瓜粥也很难吃，全靠主食吃饱了。估计是生意不好，就一两个服务员，服务的也不行。跟望京的韩餐店完全无法相提并论。
大牙象,4.0,可以吧，团购的双人餐，带孩子要单加6元，量很足
chrisslove,4.0,实惠
ChenX642,5.0,感觉不错
昵称真难起ca,2.0,不好吃不好吃不好吃，肉不是提前腌的，味道不好，给的蘸料也只有一丢丢。
恬叶清风,5.0,非常好，服务特别周到，是我遇到的服务很棒的意见餐厅
霍松森,4.0,服务热情，周到。调料好吃，孩子喜欢，满意。 #南瓜粥# #石锅拌饭# #五花肉# #牛肉# #大拌菜# #鸡腿肉# #地瓜片#
wangt133,5.0,服务，环境都很好！经常光顾，是聚会小酌的好去处，菜品味道不错，价格也不贵，值得推荐！
雪姑七友,4.0,好吃。经常来吃
wangt133,4.0,环境好，服务好，菜品新鲜，味道正宗，物有所值！
一个吃货的自律,3.0,味道还不错，烤肉的质量没得挑。
越殇,1.0,为了离家近才去的，可老骚猪都往上上，再也不去了。
itF277936675,3.0,还不错，服务人员很负责，菜品有些单一
CMM531072278,4.0,不错  服务态度很好
sdfcrry,5.0,上菜快，好吃，棒棒哒 还会再来的
uGk838097688,4.0,还不错的味道 就是装修后价格涨了不少 服务还是老样子 一般般 口味美怎么改变 还是熟悉的 喜欢的味道 离家近 经常来 上菜速度也还行 环境整体不错 算是家附近比较喜欢的餐厅了 对了 要吐槽一下南瓜粥了 以前的南瓜粥还像是粥 现在的直接快稀成水了 希望改进
越殇,4.0,团的套餐，两盘五花肉，一盘鸡肉，猪五花还是老骚猪…服务还不错，没太多人，这4个服务员还顾得过来。
GsD600400480,4.0,很不错，适合朋友小聚.
匿名用户,2.0,一般的，也可以中午凑合吃个饭之类的
uGk838097688,4.0,总的来说还行吧 就是装修后重新开张价格就涨了不少 关键味道还是老味道 菜品还是老菜品 服务质量还是老服务质量 只有菜单价格水涨船高 其他一概没有改善 少了惊喜 提高了用餐成本 索性离家比较近 来着方便 还是比较高频到来用餐 希望以后菜品质量有提高吧
pig71,3.0,价格有点高啊！还要更亲民一些啊。
EpJ416378466,5.0,烤肉赞啊，在家附近，所以想吃烤肉的时候会去呢，韩式拌饭不错👍
匿名用户,3.0,肉不好菜不好服务态度低劣。点生菜那叫一个不情愿给
包子花裙子,4.0,味道一直不错👍份量也足 种类再多点就更好了
小韩3.0,3.0,肉好吃，其他的味道都一般般，毕竟烤肉店。。女朋友不是很喜欢
匿名用户,5.0,朋友推荐去的，感觉消费有点高，味道还不错
plQ660522502,3.0,美团的套餐，分量一般，口味更一般
匿名用户,5.0,第二次来吃，味道不错，拌面也很不错
dco296319323,3.0,不好，性价比不高，最重要的是明火，很热
匿名用户,5.0,"环境挺好的，主要是服务员很给力，随叫随到，而且特别很友好
价格也不贵，一个石锅饭才22元，可能是挨着北京化工大学的原因
哈哈，装修比较档次，也可能因为这个吓走了不少朴实的学生"
FOv672808653,5.0,味道不错，家人都爱吃，赞一个👍
小聪聪宝,4.0,还行吧 服务有点散漫 消费100送盘五花没有告知 吃完交完钱才知道
TUNNA666,5.0,烤鸡脆骨超级棒，环境也不错，去两次了已经 #烤五花肉# #烤鸡脆骨#
mengfandiwxyz,5.0,服务员很麻利 无论是小伙子还是大叔都一点不怠慢 肉很新鲜 都能看见七彩的油膜 生菜不太够后来还免费赠了一份 两个人吃的很饱 肉很多但不觉得腻 总之性价比高 哦还有南瓜粥很好喝 两碗都被我喝了 #烤五花肉# #南瓜粥# #烤牛肉# #五花肉# #牛肉# #调味牛五花# #特制五花肉#
匿名用户,5.0,俩人吃不完 很多
heB432305167,5.0,和朋友去吃的，味道和环境都还不错
AAAA原来是樱桃,5.0,主要就是干净好吃，分量足
AAAA原来是樱桃,5.0,很卫生，每次吃烤肉肯定来他俩
LeL144803486,3.0,我感觉真的没有以前的味道好了，差的还不是一点。开业那几年吃过几回真的不错，什么烤牛舌，烤牛碎骨，炸鱿鱼圈都好吃，现在觉得没那么好吃了感觉。
GbD249700767,1.0,不好吃，调味太淡了，你们千万千万不要点套餐。孜然味太重
匿名用户,5.0,味道是超赞  服务也好O:-)   店面环境不错 就是装修后价位明显贵了
匿名用户,5.0,第一次团这家烤肉，晚上八点半去的，人还是很多，木有等位，商家服务热情，但是客人很多，服务员的服务还是不到位，团的项目里生菜木有上，后续添加的鸡翅上错桌，煎平鱼的个头也有点儿小，还好胜在味道还不错，希望商家给客人上菜品时有个管理的过程，上一道就做个标记，以免类似情况发生！ #调味牛五花# #特制五花肉# #烤培根# #炒米条#
luisa81,4.0,一般，服务员太少了，都自己干活！就离家近，其他都不好！
a961692554,5.0,上菜不是很慢，都吃完了蔬菜都没上。服务员好像很忙似的。
区域,北京,餐饮类型,特色菜,店铺id,169155558,店铺名称,细园私家厨房（十里堡店）,经度,116.502166,纬度,39.928886
用户,星级,评论
iZK511971300,5.0,不错的一家私房菜店，很不错👍
bj14668,5.0,比较喜欢的一家餐厅，经常回去，比较喜欢鱼杂煲，最近一直没开门，很想去
a布呦,1.0,"菜品口味非常一般，量非常少。最关键的是当天无法提供发票，过了半个多月店员说发票开好了，给我到付过来了🤩🤩🤩我也是醉了"
肉食_呆呆子,5.0,看得抖音去的，两个人点的牛杂锅套餐，都不用点菜了，据说很辣，所以只点的香辣的，开始味道挺不错的，不过白萝卜在锅里煮久了，后来就越来越甜越来越甜，一点都不辣了😂，建议爱吃辣的，点你想象不到的辣！过段时间我也会再去试一下，哦对了，一定加一份蹄筋啊，蹄筋真是绝了
盛天553,5.0,非常好吃，味道很独特
旮旯猫77,4.0,套餐很划算！菜量OK，两个人吃正好！猪蹄特别软烂，鱼杂好吃！豆腐羹很独特！空心菜偏油了一些…还会再去吃！
ZXP162593265,5.0,开始单点了菜 然后发现美团上的套餐很不错 就问了服务员大姐 大姐果断给换了 服务态度不错 菜品和环境也不错
宋慧乔女士,5.0,"够味儿！够辣！！真的很牛逼！！！
感谢抖音！感谢我哥带我来！
吃的满头大汗😂
一定要点最辣的！真的很牛逼！"
GHI106659920,3.0,量少了点，感觉每一道菜都是菜量比较小的。
琴思悠悠1223,5.0,很好吃，就是有点小贵，量有点小，环境不错。
ELp734879472,2.0,寻着排名第一的名声找到小店，幽暗的环境，找服务员点菜也没有推荐特色菜，菜谱上的好多菜都没有，三人点了四个菜，上了两个菜后另外两个菜迟迟上不来（店里没几桌），催了好几次才上来，菜量不大，口味偏甜，豆豉鲮鱼油麦菜没看到鱼，炒饭上来也不带一个公用勺来，更可气的是吃第一小碗炒饭我的烤瓷牙尽然掉了下来(真是巧劲吗），我是不会再来了。
emmawjy,3.0,味道不错，价格也适中，路边很好找。
匿名用户,4.0,味道赞赞哒！ #私家锅仔鱼杂# #椒盐软炸蘑菇# #红糖糍粑# #麻辣酱香鸡爪# #干锅肥肠# #南瓜酿汤圆#
匿名用户,3.0,还不错。。。。：。dzdz，zd
cugbwt,5.0,菜品很有特色，餐厅卫生条件好，干净。服务态度热情，细致周到，以后还会光顾！
匿名用户,4.0,"【环境】
【服务】
【口味】都很不错！ #私家锅仔鱼杂# #腐乳空心菜# #麻辣酱香鸡爪# #丸子汤# #红糖糍粑# #老北京鸡蛋煎馒头片#"
匿名用户,5.0,菜很好吃还很经济环境很好以后有机会还会去就是灯光再亮点就好了
QINLING901,5.0,来了两次了，听说是明星餐厅哦，好多明星推荐的，味道很不错，糖醋排骨非常好吃!
朱鐵郡,4.0,口味不错！环境也不错！
OJl526054318,5.0,
koujianchao1,5.0,
CbT173179842,5.0,
雪衣公子657,5.0,
丁丁327,5.0,
匿名用户,5.0,
gTO842793938,5.0,
GHI106659920,5.0,
GHI106659920,4.0,
Nce648574201,5.0,
黄金会员超级用户,5.0,
Liujia19760820,4.0,
GHI106659920,5.0,
rehbei,5.0,
王小挠too,4.0,
区域,北京,餐饮类型,川湘菜,店铺id,41379120,店铺名称,榕意小馆重庆江湖菜（喜隆多新国际店）,经度,116.171696,纬度,39.922899
用户,星级,评论
等风吹过等你归来,5.0,大麻鱼名不虚传，下次会带家人一起过来😀
xhh880911,5.0,几个好友一起小聚，菜的味道还行，不像正宗的川菜，倒像融合菜，环境不错
VmP682633631,5.0,不错。就是没有更新。下次还回去，
NtY927177279,5.0,川菜 就是爽口 好吃量大 实惠方便干净
匿名用户,5.0,菜品的味道好到没朋友，推荐椒麻鱼，红糖糍粑，米饭蒸的软硬程度也适中，特别好吃，下次还会再光顾，尤其是餐厅那个男服务人员人好又热情，我们点了一个套餐，量大优惠两个人吃不完，最后打包带走的。
lqy277559847,4.0,一个套餐两个大人加一个小孩儿吃正合适。菜量很大，特别是麻椒鱼很好吃，不是太辣更多的是麻，鱼肉很嫩，草鱼刺有点多，里面的配菜有豆芽儿、藕片、酸菜。菜花儿比麻椒鱼还辣，食材挺新鲜的。韭菜豆干香油挺多的，正好解了麻椒鱼的麻，红糖糍粑是最爱吃的，糯米加上红糖汁很好的甜品。特别说一下那里的麻婆豆腐才五块钱。
zgV85506156,4.0,很不错的环境，我们一点半进去，吃了近3个小时，是聊天吃饭的不错选择。2人套餐146，味道很棒.
曜石,5.0,所有菜正对胃口，鲜嫩的大麻鱼满满一大盆，菜量相当可以。服务很好，看我一个人吃，特意过来问是不是人没到，要不要稍后上菜，新出锅的菜味道更好，对菜品的质量和口味把控严格。来榕意小馆吃过很多次了，要是中午吃饭可以再来一份五块钱一份的麻婆豆腐，你没看错就是五块钱，便宜的不要不要的，味道棒还超级下饭，想想都流口水。哈哈！
wunian,5.0,门口的小姑娘小小年纪很贴心，不厌其烦的帮我们点菜，帮我们照顾小朋友，收银也很棒
孙小美0718,5.0,非常正宗的重庆口味，大麻鱼麻辣鲜香，其它几道菜口味也不错，量很大，两个人只吃了一半。
JCz896856028,5.0,大麻鱼非常好吃
匿名用户,5.0,非常推荐 老妈和闺蜜一起出游 全程美团滴滴 大家相当开心
石斛兰（庞硕）,4.0,六个大人，三个小孩去的，有三张大圆桌，重庆菜，麻辣为主，牛蛙辣得很过瘾，总体给好评
小星星的守候,5.0,团的双人餐，量大吃不完，真是麻辣十足，好吃的👍唯一不足草鱼刺儿多，哈哈哈。
skyqqxian,2.0,这家团购的菜不行，改了调料，大麻鱼酸菜没有了，份量不足，三个人团餐加了两个菜，吃完都拉肚子，体验不好
匿名用户,4.0,秒杀的很实惠！味道很好！环境不错！
邵_思嘉,4.0,两个人吃不完
匿名用户,4.0,"第一次来，抱着试试的心态来的，鱼做的很好吃，是我喜欢的味道，服务也很好，下次还会去！
【环境】环境很好"
sectiond,3.0,特别辣，建议选套餐的朋友考虑一下自己对辣的敏感度。另外，菜量比较大，三个人差不多
七七九九1,3.0,团购很便宜，超值，就是有点太辣了，糍粑还是很好吃的
匿名用户,5.0,美团秒杀的双人餐，超级棒，吃不了辣的，商家直接做的不辣的。强烈推荐鱼，超级无敌棒。
skyqqxian,4.0,价格实惠，菜品好，服务也好，还送西瓜了，会员充值300送50，划算
zzqyj,3.0,味道一般般，环境挺好，上菜特快，麻婆豆腐挺好吃便宜，烤翅推荐，15块钱一大个好吃
bayang1982,5.0,好吃，老客户了，以前吃过他家的，装修比较好，挺好的
xVT245018243,4.0,很好 #榕意排骨#
dZO648397640,5.0,感觉好不错呢，分量也不小。不错。
毛毛120413,5.0,菜品特别好吃 孩子很喜欢 服务不错
匿名用户,5.0,菜品量不少，米饭满满的，环境优雅，主意是热情周到，喜庆的服务员。
无所不能阿呆,3.0,挺好的不错的小店下次还会来的。。
win7189,2.0,可惜了那江团，太咸了，排骨不知道是不是甜口的原因，不好吃，就凉面除了咸还可以😂
CTE816823948,4.0,很不错！值得去吃！哦哦哦哦哦哦
riverking0903,5.0,不错，很满意，很好吃！
djuan82,5.0,去了好几次了，他家的每道菜我都喜欢，棒棒哒！物美价廉！
大大大蜜子,3.0,喜隆多没得吃 一般想吃辣的就来这 饭点儿人比较多 服务员少 上菜很慢 #江湖下饭菜# #榕意大麻鱼# #榕意三样菜# #神仙鸡# #招牌大麻鱼#
匿名用户,3.0,还不错，就是周末人太多了。。。。
djuan82,5.0,菜好吃，价格也公道，很喜欢
OQe267635849,2.0,菜品一般，基本没什么人，服务也不好，服务员都闲着也没人搭理你
Mhw260049898,2.0,个人感觉味道还是比较一般的，而且店里面很暗，营造气氛非要这个样子吗
lyc19910122,3.0,疙瘩汤还不错，糍粑也不错！服务员热情
RsP659146764,3.0,比较地道的川菜馆.菜量一般般不是很多.口味有点偏重
匿名用户,4.0,菜单换了，没有原来品种多，口味还好，菜量有点儿小，稍贵
匿名用户,3.0,总体还行，价格不算便宜吧，稍微贵点
冷茉枫菲,4.0,喜欢吃辣的可以来，味道很正，价格适中。
IcJ653100515,1.0,我属于能吃辣的，这个特别辣，而且量特别少，特别难吃
AIi210490731,2.0,口味非常不错，服务不是一般的差，希望改进。
雅娟2019,4.0,第二次来了，还可以了
IWF605050906,2.0,菜量太小了，点单点半天来好几个服务员也没点上
爱吃的小丸子129,4.0,味道很好
XFU135314055,5.0,非常喜欢的一家才怪味道相当满意 还会再来的
雅娟2019,5.0,环境好，服务好，吃得光光的
Khg288638615,1.0,老顾客了，可是这次去了再也不想去了，酸菜鱼，都盖不住鱼本身臭了的味道，鱼坏了
二黑啦啦啦啦啦,5.0,菜品味道很好，服务态度很好！性价比很高，强烈推荐
李宝宝的王贝贝,5.0,排骨特别好吃
ivywang30,3.0,排骨味道一般，20分钟左右凉了之后特别硬，里面的土豆味道不错。虾不太新鲜。强烈推荐辣子鸡丁。
匿名用户,3.0,还不错，一如既往，好久不吃了，就是菜量不如以前了
vip小嘴儿,3.0,两个人点点多了点，没有吃完，味道还不错，小贵
匿名用户,5.0,够辣，量大，好吃。
ZtS734949887,3.0,土豆排骨还是很好吃，每次必点。其它菜太辣了，辣到尝不出别的味道。
匿名用户,3.0,还可以吧，味道还不错吧，值得推荐
匿名用户,5.0,忘了照相，但是味道不错，服务也不错，值得去吃。
KsE36745922,1.0,菜难吃也就算了，服务也不好，不是咸就是淡，换菜还跟我说这菜没了，只要是这么贵服务差到没点
xuewei19901016,1.0,做的菜太咸了，不好吃，太不好吃了
匿名用户,1.0,太难吃，油大，量少。还特别贵。
Mzc977950025,1.0,价格贵，量少！点了米饭，一直没上，后来没去催以为就算了，结果结完账回来看单子，才发现还算了米饭钱。。。
匿名用户,3.0,同事三人四菜，两荤两素，完全吃饱
贪吃的老太太,4.0,菜的味道还是蛮好的，缺点就是坐在里面的话会有点呛，辣辣的呛
无敌小恶魔,4.0,还不错。以后还回来。杨枝甘露就是个坑，不推荐，荔枝那个饮料到是挺好喝的。
红绿灯的黄啊,1.0,不便宜，菜的味道真是绝了。酸菜鱼齁咸齁咸的，回过一次锅之后还是很咸。没法吃。伤心凉粉又麻又辣，吃了一口简直吃不了第二口。蓝莓山药，小面一般般，不会再去。
