user,poi,times,lat,lon
135,2539,4,40.441245 ,-79.956602
135,16931,2,40.443599 ,-80.000345
135,15325,4,40.440764 ,-79.958104
135,10867,5,40.456856 ,-79.936432
135,102,5,40.448463 ,-79.989409
135,16807,3,40.457184 ,-79.916872
135,15505,4,40.482456 ,-79.951507
135,7544,3,40.467090 ,-79.964443
135,5244,4,40.446001 ,-79.9935
135,9513,3,36.128786 ,-115.165779
135,4951,4,36.091253 ,-115.176881
135,4932,4,36.101560 ,-115.172953
135,9736,4,40.437807 ,-79.991073
135,69,3,40.442903 ,-80.002561
135,14916,4,40.447412 ,-80.022646
135,7340,4,40.443082 ,-80.001
135,2519,4,40.430564 ,-80.007244
135,16784,4,40.430711 ,-80.007491
135,16095,3,40.467054 ,-79.96398
135,2598,4,40.433007 ,-80.004562
135,2505,2,40.426575 ,-79.980984
135,15950,4,40.449975 ,-79.950737
135,8156,3,40.428197 ,-79.972693
135,5132,5,40.439248 ,-79.947347
135,17155,4,40.442334 ,-80.002066
135,4635,4,40.428876 ,-79.980169
135,10450,5,40.422663 ,-79.92851
135,2534,3,40.439217 ,-79.959718
135,8942,4,40.427221 ,-79.987359
135,15878,3,40.428216 ,-79.975832
135,2533,4,40.441741 ,-79.957456
135,8,3,40.408983 ,-79.914848
135,11190,3,40.427722 ,-79.968631
135,79,5,40.442533 ,-80.000855
135,15170,4,40.380945 ,-80.044733
135,13379,4,40.489141 ,-79.893087
135,15041,4,40.429055 ,-79.983139
135,2612,3,40.436271 ,-79.958116
135,5506,4,40.450030 ,-79.913892
135,8270,4,40.441014 ,-79.957923
135,17503,3,40.443003 ,-80.000045
135,9431,3,40.446476 ,-79.992613
135,8812,4,40.440767 ,-79.957832
135,15509,3,40.451361 ,-79.933598
135,9982,3,40.428768 ,-79.964499
135,7302,4,40.445796 ,-80.018005
135,2532,3,40.445144 ,-79.949084
135,12116,5,40.475437 ,-79.919706
135,17097,5,40.443949 ,-79.996437
135,15985,3,40.448168 ,-80.004233
135,2482,3,40.428666 ,-79.982864
135,4577,3,40.448470 ,-80.002676
135,4579,4,40.451531 ,-79.983729
135,49,3,40.448067 ,-80.00424
135,15372,4,40.453496 ,-79.982282
135,9483,5,40.452357 ,-79.982021
135,4581,4,40.451655 ,-79.984218
135,2608,4,40.484555 ,-79.918921
135,166,5,40.453359 ,-79.931454
135,58,4,40.388610 ,-80.049903
135,17102,3,40.428990 ,-79.985866
135,15798,3,40.452098 ,-80.016762
135,16717,5,40.407761 ,-80.086108
135,10469,3,40.466679 ,-79.964379
135,17168,4,40.444431 ,-79.995609
135,17548,2,40.437682 ,-79.919529
135,89,4,40.463402 ,-79.97763
135,17114,3,40.438770 ,-79.990313
135,2496,4,40.428184 ,-79.974325
135,5204,4,40.444444 ,-79.996451
136,4583,4,40.444810 ,-79.948434
136,9673,5,40.432671 ,-79.923474
136,16365,4,40.434964 ,-79.922808
136,13678,5,40.425741 ,-79.942019
136,10448,4,40.426261 ,-79.940331
136,2577,4,40.436255 ,-79.922714
136,4950,5,40.434156 ,-79.923207
137,14330,4,40.464450 ,-79.932571
137,10654,4,40.356758 ,-80.051718
137,14112,5,40.490191 ,-79.904442
137,33,5,40.458138 ,-79.924797
137,171,4,40.451201 ,-79.934585
137,59,5,40.432021 ,-79.893834
137,11209,5,40.489579 ,-79.903291
137,16356,4,40.440291 ,-80.002149
137,16790,5,40.477166 ,-79.956985
137,17155,5,40.442334 ,-80.002066
137,9337,5,40.469360 ,-79.961257
137,14925,4,40.409824 ,-80.085335
137,14028,5,40.432571 ,-79.893652
137,69,5,40.442903 ,-80.002561
137,17927,4,40.451369 ,-79.93418
137,9431,4,40.446476 ,-79.992613
137,16862,5,40.470045 ,-79.96115
137,16864,4,40.470045 ,-79.96115
137,6806,4,40.443869 ,-79.995512
137,10067,4,40.488865 ,-79.874629
137,8,3,40.408983 ,-79.914848
138,46,5,40.444010 ,-79.950361
138,4576,4,40.459955 ,-79.930726
138,26,4,40.458390 ,-79.925515
138,2512,2,40.421925 ,-79.928841
138,2527,4,40.442287 ,-79.956352
138,8292,4,40.441819 ,-79.957131
138,2494,3,40.427256 ,-79.968747
138,8156,3,40.428197 ,-79.972693
138,129,3,40.462757 ,-79.950674
138,2561,4,40.433884 ,-79.923134
138,2575,3,40.432150 ,-79.923402
138,8942,5,40.427221 ,-79.987359
138,8973,5,40.422592 ,-79.928538
138,5003,4,40.442277 ,-79.956657
138,2532,3,40.445144 ,-79.949084
138,7154,1,40.445555 ,-79.948686
138,10375,5,40.464530 ,-79.966074
138,5199,3,40.465649 ,-79.954742
138,2555,2,40.437819 ,-79.919943
138,5548,3,40.428536 ,-79.971185
138,2511,4,40.427045 ,-79.949606
138,10532,4,40.427864 ,-79.964244
138,8660,4,40.436363 ,-79.922875
138,6867,4,40.441904 ,-79.957142
138,10448,5,40.426261 ,-79.940331
138,10867,2,40.456856 ,-79.936432
138,36,4,40.448199 ,-79.895475
138,4634,5,40.428215 ,-79.973327
138,2565,4,40.433842 ,-79.923082
138,5244,4,40.446001 ,-79.9935
138,7451,4,40.459102 ,-79.911484
138,7178,4,40.432113 ,-79.893269
138,29,3,40.460505 ,-79.92534
138,9,5,40.411149 ,-79.908469
138,10490,4,40.447182 ,-80.021138
139,9280,4,55.949798 ,-3.188709
139,9057,4,55.948788 ,-3.195628
139,9563,5,55.949101 ,-3.195602
139,16866,5,55.944090 ,-3.161845
139,9217,4,55.949836 ,-3.190584
139,10829,4,55.950558 ,-3.186394
139,9579,4,55.956946 ,-3.187862
139,12263,4,55.975966 ,-3.173519
139,9050,3,55.948900 ,-3.195609
139,2594,5,40.420455 ,-79.851394
139,9,5,40.411149 ,-79.908469
139,8013,4,40.402736 ,-79.921653
139,2582,4,40.434690 ,-80.006389
139,4575,5,40.387585 ,-79.863623
140,13701,5,40.451576 ,-79.932843
140,172,4,40.451723 ,-79.932833
140,11203,3,40.437490 ,-79.922834
140,8282,5,40.437813 ,-79.919787
140,127,5,40.456390 ,-79.941311
140,7165,4,40.444682 ,-79.948174
140,2555,3,40.437819 ,-79.919943
140,2538,5,40.438875 ,-79.955248
140,2532,5,40.445144 ,-79.949084
140,2578,4,40.437847 ,-79.922881
140,73,3,40.451485 ,-79.983404
140,10459,1,40.439780 ,-80.001441
140,2558,4,40.437907 ,-79.919555
140,176,5,40.457126 ,-79.937797
140,87,2,40.446477 ,-79.991674
140,12874,4,40.437841 ,-79.920109
140,158,3,40.451653 ,-79.932718
140,9588,5,40.452314 ,-79.981808
140,9756,4,40.456066 ,-79.937436
140,4583,1,40.444810 ,-79.948434
140,13379,14,40.489141 ,-79.893087
141,2545,5,40.449560 ,-79.950504
141,13379,4,40.489141 ,-79.893087
141,14076,5,40.451584 ,-80.017124
141,16679,1,40.434190 ,-79.923011
141,12878,4,40.459918 ,-79.925347
141,13827,4,40.407708 ,-79.910194
141,41,4,40.411508 ,-79.955886
141,10867,4,40.456856 ,-79.936432
141,6876,5,40.450356 ,-79.950848
141,17156,5,40.428426 ,-79.979395
141,14653,5,40.482690 ,-79.95116
141,2536,4,40.441023 ,-79.957518
141,13832,5,40.443144 ,-80.001104
141,6739,4,40.451127 ,-79.951924
141,14952,3,40.444816 ,-79.948971
141,12905,4,40.445691 ,-79.948987
141,172,2,40.451723 ,-79.932833
141,16656,4,40.451685 ,-79.983324
141,15325,3,40.440764 ,-79.958104
141,2532,1,40.445144 ,-79.949084
141,4583,3,40.444810 ,-79.948434
141,2591,3,40.430993 ,-80.001624
141,13324,4,40.440092 ,-80.002446
141,16307,4,40.438140 ,-79.920101
141,8135,3,40.450631 ,-79.951033
141,2538,1,40.438875 ,-79.955248
141,4636,3,40.442147 ,-79.956513
141,13466,5,40.437729 ,-79.922735
141,14247,3,40.458283 ,-79.925318
141,15265,5,40.438918 ,-79.955306
141,12391,4,40.441142 ,-79.953558
141,4639,4,40.440033 ,-79.955992
141,4999,4,40.467072 ,-79.964125
141,2537,3,40.445056 ,-79.949059
141,2539,3,40.441245 ,-79.956602
141,7663,4,40.446067 ,-79.948641
141,8706,3,40.455696 ,-79.930883
141,15505,5,40.482456 ,-79.951507
141,6867,4,40.441904 ,-79.957142
141,8660,4,40.436363 ,-79.922875
141,2527,3,40.442287 ,-79.956352
141,4644,3,40.450742 ,-79.985538
141,4826,2,40.450824 ,-79.933464
141,5031,3,40.438257 ,-79.921873
141,8812,3,40.440767 ,-79.957832
141,16051,5,40.443940 ,-79.998232
141,128,3,40.460639 ,-79.94718
141,135,3,40.458394 ,-79.943663
141,9941,4,40.439198 ,-79.947306
141,12444,4,40.473130 ,-79.958894
141,7542,4,40.460623 ,-79.9269
141,8202,2,40.448415 ,-80.00395
141,66,3,40.448320 ,-80.004319
141,8235,2,40.459917 ,-79.924723
141,126,2,40.465303 ,-79.955933
141,5250,3,40.432509 ,-79.92284
141,15950,4,40.449975 ,-79.950737
141,162,5,40.451668 ,-79.932915
141,13048,3,40.434176 ,-79.922987
141,16365,5,40.434964 ,-79.922808
141,8156,3,40.428197 ,-79.972693
141,2477,3,40.462206 ,-79.964425
141,8999,5,40.429116 ,-79.98172
141,168,3,40.456339 ,-79.934603
141,4642,4,40.441358 ,-79.957697
141,15700,4,40.440551 ,-80.006183
141,71,2,40.458139 ,-79.928437
141,2567,2,40.436432 ,-79.923174
141,2607,4,40.435886 ,-80.008487
141,17887,4,40.460400 ,-79.946846
141,12537,4,40.428678 ,-79.983209
141,15164,5,40.433370 ,-79.923237
141,14369,4,40.440739 ,-79.958759
141,14684,3,40.441879 ,-79.956889
141,8270,3,40.441014 ,-79.957923
141,15763,3,40.452741 ,-79.982111
141,95,8,40.457049 ,-79.975651
141,2492,3,40.428001 ,-79.972244
141,15104,4,40.454384 ,-79.981477
141,17036,5,40.428345 ,-79.977958
141,11218,1,40.438565 ,-80.002709
141,7302,3,40.445796 ,-80.018005
141,2525,5,40.443628 ,-79.950626
141,5563,3,40.428411 ,-79.965348
141,5132,4,40.439248 ,-79.947347
141,13008,4,40.442054 ,-79.958056
141,2569,4,40.433245 ,-79.923256
141,4810,4,40.457147 ,-80.012187
141,2529,4,40.452779 ,-79.949513
141,13400,3,40.476176 ,-79.920524
141,17447,3,40.438117 ,-79.92228
141,5136,3,40.437942 ,-79.92283
141,2528,2,40.441330 ,-79.956892
141,9,3,40.411149 ,-79.908469
141,9431,4,40.446476 ,-79.992613
141,171,4,40.451201 ,-79.934585
141,9982,3,40.428768 ,-79.964499
141,13513,4,40.457335 ,-79.975468
141,18056,3,40.441932 ,-79.957181
141,4635,4,40.428876 ,-79.980169
141,7300,4,40.451649 ,-79.983172
141,2597,3,40.451613 ,-80.017496
141,16379,4,40.470578 ,-79.960043
141,11228,4,40.442683 ,-80.00183
141,16931,4,40.443599 ,-80.000345
141,7495,5,40.457865 ,-79.92548
141,6808,1,40.444033 ,-79.997042
141,15509,2,40.451361 ,-79.933598
141,31,3,40.458225 ,-79.925118
141,12411,5,40.464971 ,-79.961066
141,17927,3,40.451369 ,-79.93418
141,16212,5,40.449077 ,-79.987519
141,2565,4,40.433842 ,-79.923082
141,10451,3,40.475877 ,-79.91957
141,13592,3,40.440304 ,-79.956279
141,4582,4,40.450111 ,-79.985875
141,11224,4,40.451626 ,-79.982709
141,12254,5,40.447525 ,-79.993398
141,7070,5,40.446587 ,-79.902277
141,2549,2,40.441232 ,-79.957026
141,15310,5,40.441796 ,-80.002351
141,16423,3,40.452189 ,-79.952571
141,163,4,40.451832 ,-79.932424
141,14679,4,40.452494 ,-79.981552
141,11001,2,40.454624 ,-79.94555
141,121,5,40.461860 ,-79.948546
141,17424,5,40.452356 ,-79.983921
141,17097,9,40.443949 ,-79.996437
141,96,5,40.443041 ,-79.998694
141,4637,4,40.438019 ,-79.954209
141,9352,4,40.426003 ,-79.96665
141,15585,3,40.444530 ,-79.948819
141,17170,4,40.428832 ,-79.978057
141,17177,4,40.407329 ,-79.909867
141,7154,3,40.445555 ,-79.948686
141,7104,4,40.459885 ,-79.92445
141,13863,5,40.445778 ,-79.996316
141,9662,3,40.443358 ,-80.002168
141,69,4,40.442903 ,-80.002561
141,33,5,40.458138 ,-79.924797
141,16559,5,40.431723 ,-79.893628
141,13701,4,40.451576 ,-79.932843
141,12970,4,40.452030 ,-79.982541
141,14605,3,40.454426 ,-80.001073
141,16807,3,40.457184 ,-79.916872
141,93,3,40.451937 ,-79.983129
141,17775,4,40.407152 ,-79.917764
141,17992,3,40.453360 ,-80.00224
141,7178,4,40.432113 ,-79.893269
141,4577,4,40.448470 ,-80.002676
141,13281,4,40.472444 ,-79.963129
141,2577,7,40.436255 ,-79.922714
141,10568,3,40.407956 ,-79.91165
141,9483,5,40.452357 ,-79.982021
141,4579,5,40.451531 ,-79.983729
141,98,5,40.451201 ,-79.983407
141,17548,3,40.437682 ,-79.919529
141,125,4,40.462069 ,-79.949355
141,114,3,40.461186 ,-79.947705
141,2526,3,40.441222 ,-79.956741
141,76,3,40.443207 ,-80.002129
141,4950,4,40.434156 ,-79.923207
141,2573,3,40.432891 ,-79.923244
141,14330,4,40.464450 ,-79.932571
141,2500,4,40.426803 ,-79.968973
141,12354,3,40.443791 ,-79.997166
141,8895,4,40.455252 ,-79.943585
141,16545,4,40.458156 ,-79.934638
141,10298,3,40.443107 ,-80.002631
141,10744,5,40.465771 ,-79.965002
141,15575,3,40.441662 ,-79.95736
141,156,6,40.455954 ,-79.931338
141,9712,4,40.427409 ,-79.969064
141,15843,3,40.455880 ,-80.006529
141,14881,8,40.462957 ,-79.924058
141,2606,4,40.453431 ,-80.010473
141,12464,4,40.438088 ,-79.92192
141,17995,4,40.433384 ,-79.923155
141,18062,4,40.439046 ,-79.955469
141,2574,3,40.437865 ,-79.922671
141,2479,4,40.428426 ,-79.979431
141,2507,7,40.428953 ,-79.984282
142,2507,1,40.428953 ,-79.984282
142,14881,4,40.462957 ,-79.924058
142,2563,2,40.432606 ,-79.923369
142,14348,2,40.451182 ,-79.934465
142,2537,1,40.445056 ,-79.949059
142,12088,4,40.444046 ,-79.950174
142,16365,1,40.434964 ,-79.922808
142,10614,1,40.480552 ,-79.972303
142,2559,1,40.437905 ,-79.919485
142,11223,3,40.443205 ,-80.001035
142,2555,1,40.437819 ,-79.919943
142,11240,8,40.443800 ,-80.002333
142,17068,5,40.438955 ,-79.999332
142,2601,1,40.439226 ,-80.001725
143,2477,4,40.462206 ,-79.964425
143,7059,5,40.451095 ,-79.934871
143,9,5,40.411149 ,-79.908469
143,14461,5,40.442777 ,-79.953151
143,2511,5,40.427045 ,-79.949606
143,16212,5,40.449077 ,-79.987519
143,2513,3,40.426390 ,-79.938756
143,7670,3,40.437832 ,-79.923242
143,2532,5,40.445144 ,-79.949084
144,2483,2,40.429028 ,-79.982225
144,111,3,40.443262 ,-80.002623
144,10873,5,40.408905 ,-79.915605
144,12618,4,40.401050 ,-80.04241
144,12964,4,40.457477 ,-79.928953
144,13533,3,40.441037 ,-80.002765
144,13976,5,40.439586 ,-79.897516
144,13733,5,40.435821 ,-79.923166
144,6969,5,40.460034 ,-79.924344
144,83,4,40.449767 ,-79.986418
144,4582,1,40.450111 ,-79.985875
144,10375,5,40.464530 ,-79.966074
144,14168,3,40.442035 ,-80.002556
144,13701,4,40.451576 ,-79.932843
144,8129,4,40.407061 ,-79.918974
144,9982,4,40.428768 ,-79.964499
144,7495,5,40.457865 ,-79.92548
144,10459,4,40.439780 ,-80.001441
144,14055,4,40.437557 ,-79.92282
144,11207,4,40.412947 ,-79.907425
144,13209,3,40.444457 ,-79.954878
144,150,4,40.457554 ,-79.929089
144,11203,4,40.437490 ,-79.922834
144,2588,4,40.402855 ,-79.91717
144,14006,2,40.454154 ,-79.982216
144,10626,2,40.452112 ,-79.984164
144,4950,5,40.434156 ,-79.923207
144,14650,4,40.440839 ,-80.001969
144,2553,2,40.435509 ,-79.922629
144,10,4,40.404016 ,-79.918751
144,5504,3,40.433306 ,-79.923127
144,13902,5,40.479674 ,-79.955213
144,14330,3,40.464450 ,-79.932571
145,12919,4,40.432679 ,-79.923037
145,2574,3,40.437865 ,-79.922671
145,4638,5,40.444816 ,-79.948971
145,4585,2,40.451361 ,-79.932524
145,5142,4,40.459320 ,-79.919044
145,32,5,40.458510 ,-79.92883
145,11203,5,40.437490 ,-79.922834
145,2512,4,40.421925 ,-79.928841
145,4575,4,40.387585 ,-79.863623
145,5548,2,40.428536 ,-79.971185
145,10250,2,40.442841 ,-79.998933
145,6829,2,40.437802 ,-79.92303
145,5506,4,40.450030 ,-79.913892
145,6739,5,40.451127 ,-79.951924
145,10,3,40.404016 ,-79.918751
145,14168,4,40.442035 ,-80.002556
145,2571,5,40.437277 ,-79.923186
145,5504,1,40.433306 ,-79.923127
145,10451,7,40.475877 ,-79.91957
146,13832,4,40.443144 ,-80.001104
146,14461,3,40.442777 ,-79.953151
146,13533,4,40.441037 ,-80.002765
146,13142,4,40.428878 ,-79.979321
146,12135,4,40.441487 ,-80.001673
146,13827,5,40.407708 ,-79.910194
146,14653,3,40.482690 ,-79.95116
146,133,3,40.462554 ,-79.950173
146,2522,5,40.439059 ,-80.021242
146,15325,4,40.440764 ,-79.958104
146,5548,3,40.428536 ,-79.971185
146,2606,4,40.453431 ,-80.010473
146,7544,3,40.467090 ,-79.964443
146,14168,4,40.442035 ,-80.002556
146,143,3,40.379654 ,-80.044864
146,10430,5,40.428585 ,-79.986626
146,15878,4,40.428216 ,-79.975832
146,10,5,40.404016 ,-79.918751
147,6991,4,40.428067 ,-79.96666
147,9673,5,40.432671 ,-79.923474
147,16559,5,40.431723 ,-79.893628
147,10451,4,40.475877 ,-79.91957
147,16095,3,40.467054 ,-79.96398
147,59,5,40.432021 ,-79.893834
147,7782,5,40.427892 ,-79.965255
147,13244,5,40.429111 ,-79.981628
147,6721,8,40.428918 ,-79.986074
147,12537,2,40.428678 ,-79.983209
147,13379,5,40.489141 ,-79.893087
147,4575,4,40.387585 ,-79.863623
147,11195,7,40.438515 ,-79.998325
147,6896,4,40.433460 ,-79.922885
147,16145,2,40.405270 ,-80.030238
147,11191,3,40.451049 ,-79.93333
147,13832,2,40.443144 ,-80.001104
147,5142,4,40.459320 ,-79.919044
147,9246,4,40.494678 ,-79.933079
147,7178,4,40.432113 ,-79.893269
147,32,5,40.458510 ,-79.92883
147,139,4,40.410746 ,-80.006463
147,7957,2,40.429001 ,-79.979997
147,2479,5,40.428426 ,-79.979431
147,10,3,40.404016 ,-79.918751
147,5266,7,40.427085 ,-79.973273
147,30,3,40.465180 ,-79.922061
147,8129,3,40.407061 ,-79.918974
147,13,4,40.410967 ,-79.914136
147,21,3,40.463782 ,-79.93195
147,12874,4,40.437841 ,-79.920109
147,2555,3,40.437819 ,-79.919943
147,20,5,40.495483 ,-80.065652
147,13878,4,40.452179 ,-79.982793
147,2481,3,40.429044 ,-79.983086
147,2542,3,40.441627 ,-79.958595
147,16423,5,40.452189 ,-79.952571
147,6739,2,40.451127 ,-79.951924
147,13701,3,40.451576 ,-79.932843
148,10,3,40.404016 ,-79.918751
148,17775,5,40.407152 ,-79.917764
148,11230,2,40.438163 ,-79.919576
148,65,4,40.458523 ,-79.929206
148,5059,5,40.442799 ,-80.002503
148,13832,5,40.443144 ,-80.001104
148,2477,3,40.462206 ,-79.964425
148,16145,4,40.405270 ,-80.030238
148,16095,4,40.467054 ,-79.96398
149,174,4,40.451582 ,-79.93287
149,2511,3,40.427045 ,-79.949606
149,5506,4,40.450030 ,-79.913892
149,18017,5,40.380509 ,-80.044806
149,8420,5,45.516373 ,-73.577537
149,5316,5,40.447386 ,-80.005325
149,7218,4,40.432273 ,-80.004158
149,107,4,40.444168 ,-79.994852
149,148,3,40.357213 ,-80.052095
149,12310,3,40.427431 ,-79.966975
149,8493,3,45.456583 ,-73.750117
149,3894,3,36.086338 ,-115.15112
149,7797,4,40.407761 ,-79.916986
149,15070,5,45.561370 ,-73.746336
149,18371,4,40.357213 ,-80.052095
149,16212,4,40.449077 ,-79.987519
150,2561,3,40.433884 ,-79.923134
150,4743,5,36.122293 ,-115.170279
150,11,3,40.407070 ,-79.917508
150,158,3,40.451653 ,-79.932718
150,46,5,40.444010 ,-79.950361
150,2483,1,40.429028 ,-79.982225
150,5310,4,36.117086 ,-115.175336
150,4810,5,40.457147 ,-80.012187
150,2508,4,40.428908 ,-79.987143
150,5199,4,40.465649 ,-79.954742
150,9423,1,40.408932 ,-79.915652
150,2532,3,40.445144 ,-79.949084
150,4582,1,40.450111 ,-79.985875
150,4644,4,40.450742 ,-79.985538
150,4577,4,40.448470 ,-80.002676
150,9736,2,40.437807 ,-79.991073
150,5352,3,36.120897 ,-115.168549
151,11,3,40.407070 ,-79.917508
151,2581,5,40.433383 ,-80.003695
151,2613,4,40.434127 ,-80.00605
151,9254,5,36.045594 ,-115.243589
151,6499,5,36.077189 ,-115.298572
151,4871,2,36.127796 ,-115.168692
151,7069,5,36.072045 ,-115.243501
151,13133,4,36.061723 ,-115.24188
151,10191,4,36.125532 ,-115.189951
151,12404,4,36.127043 ,-115.209653
151,14984,5,36.049488 ,-115.243642
151,16872,4,36.048903 ,-115.224386
152,4958,3,40.428541 ,-79.977983
152,2575,3,40.432150 ,-79.923402
152,67,3,40.444168 ,-79.994852
152,111,2,40.443262 ,-80.002623
152,2493,3,40.428830 ,-79.98674
152,7151,4,40.440719 ,-80.000039
152,2519,4,40.430564 ,-80.007244
152,107,4,40.444168 ,-79.994852
152,129,4,40.462757 ,-79.950674
152,2581,3,40.433383 ,-80.003695
152,175,3,40.451636 ,-79.933392
152,5204,3,40.444444 ,-79.996451
152,180,4,40.487652 ,-79.880616
152,5334,4,36.113471 ,-115.207443
152,69,3,40.442903 ,-80.002561
152,2483,3,40.429028 ,-79.982225
152,79,4,40.442533 ,-80.000855
152,68,3,40.443938 ,-80.000606
152,4635,4,40.428876 ,-79.980169
152,74,3,40.450589 ,-79.984283
152,2567,2,40.436432 ,-79.923174
152,87,4,40.446477 ,-79.991674
152,91,4,40.439426 ,-80.003804
152,2602,4,40.453477 ,-79.982257
152,5613,3,40.428086 ,-79.97356
152,5563,3,40.428411 ,-79.965348
152,127,3,40.456390 ,-79.941311
152,6991,3,40.428067 ,-79.96666
152,39,4,40.457803 ,-79.927438
152,33,4,40.458138 ,-79.924797
152,172,3,40.451723 ,-79.932833
152,8138,4,40.494594 ,-79.933211
152,5691,3,40.451115 ,-79.934932
152,6829,3,40.437802 ,-79.92303
152,8198,2,40.428184 ,-79.975306
152,5251,3,40.427545 ,-79.969148
152,5244,4,40.446001 ,-79.9935
152,8224,3,40.457861 ,-79.928031
152,2477,3,40.462206 ,-79.964425
152,4581,3,40.451655 ,-79.984218
152,42,9,40.421613 ,-79.993429
152,4579,4,40.451531 ,-79.983729
152,5195,4,40.440219 ,-79.995385
152,5059,3,40.442799 ,-80.002503
152,144,4,40.380192 ,-80.044459
152,156,2,40.455954 ,-79.931338
152,6928,3,40.459931 ,-79.92536
152,5003,4,40.442277 ,-79.956657
152,5174,3,40.428919 ,-79.984081
152,8756,4,40.454154 ,-79.982216
152,8895,4,40.455252 ,-79.943585
152,154,3,40.457103 ,-79.929634
152,7128,8,40.427503 ,-79.982282
152,5446,4,40.435556 ,-79.923256
152,9211,3,40.459621 ,-79.925603
152,2613,3,40.434127 ,-80.00605
152,105,8,40.443800 ,-80.002333
152,7898,3,40.445550 ,-80.011337
152,2522,4,40.439059 ,-80.021242
152,9657,3,40.393709 ,-80.046732
152,5506,4,40.450030 ,-79.913892
152,7394,4,40.476580 ,-79.921437
153,5130,5,36.141812 ,-115.180013
153,6728,5,36.140703 ,-115.182314
153,4582,5,40.450111 ,-79.985875
153,6760,2,36.099351 ,-115.175441
153,4713,5,36.109163 ,-115.153493
153,110,5,40.453427 ,-79.980929
153,6641,4,36.103087 ,-115.17352
153,4727,3,36.112952 ,-115.172589
153,5548,4,40.428536 ,-79.971185
153,7748,2,36.124823 ,-115.171971
153,5081,4,36.108713 ,-115.173192
153,4725,5,36.124692 ,-115.17179
153,5145,4,40.437115 ,-79.922623
153,4950,5,40.434156 ,-79.923207
153,4637,5,40.438019 ,-79.954209
153,10989,3,40.451253 ,-79.932661
153,4639,5,40.440033 ,-79.955992
153,2528,3,40.441330 ,-79.956892
153,2539,4,40.441245 ,-79.956602
153,6806,4,40.443869 ,-79.995512
153,160,1,40.451445 ,-79.933733
153,9712,10,40.427409 ,-79.969064
153,7104,9,40.459885 ,-79.92445
153,153,4,40.457103 ,-79.929634
153,11,3,40.407070 ,-79.917508
153,69,4,40.442903 ,-80.002561
153,5761,2,40.427361 ,-79.964962
153,165,5,40.451168 ,-79.932774
153,8170,5,40.451567 ,-79.982694
153,10820,5,40.432199 ,-79.893721
153,135,3,40.458394 ,-79.943663
153,7340,3,40.443082 ,-80.001
153,10963,3,40.424909 ,-79.977733
154,138,5,40.405245 ,-80.018538
154,153,5,40.457103 ,-79.929634
154,4634,3,40.428215 ,-79.973327
154,5696,2,40.460271 ,-79.925104
154,2521,5,40.438731 ,-80.019984
154,5506,5,40.450030 ,-79.913892
154,5722,4,40.432571 ,-79.893728
154,11193,3,40.437696 ,-80.017681
154,6832,5,40.460212 ,-79.925355
154,136,4,40.462549 ,-79.94976
154,2579,4,40.435293 ,-79.923154
154,9440,4,40.391166 ,-80.07382
154,5003,3,40.442277 ,-79.956657
154,6867,4,40.441904 ,-79.957142
154,34,5,40.464484 ,-79.935388
154,126,5,40.465303 ,-79.955933
154,7898,3,40.445550 ,-80.011337
154,7300,4,40.451649 ,-79.983172
154,10430,4,40.428585 ,-79.986626
154,10451,4,40.475877 ,-79.91957
155,5034,2,33.511677 ,-112.065342
155,569,4,33.509605 ,-112.071961
155,631,9,33.511305 ,-112.047142
155,9471,5,33.348710 ,-111.958886
155,48,1,40.451331 ,-80.001049
155,6739,5,40.451127 ,-79.951924
155,102,2,40.448463 ,-79.989409
155,11,1,40.407070 ,-79.917508
155,9303,8,40.446124 ,-79.992252
155,87,4,40.446477 ,-79.991674
155,74,1,40.450589 ,-79.984283
155,5244,9,40.446001 ,-79.9935
155,67,2,40.444168 ,-79.994852
155,2545,4,40.449560 ,-79.950504
155,117,5,40.461562 ,-79.949361
155,8111,2,40.464397 ,-79.966333
155,13400,3,40.476176 ,-79.920524
155,8973,5,40.422592 ,-79.928538
155,2559,8,40.437905 ,-79.919485
155,10469,2,40.466679 ,-79.964379
155,14881,4,40.462957 ,-79.924058
155,33,3,40.458138 ,-79.924797
155,13533,2,40.441037 ,-80.002765
155,14330,2,40.464450 ,-79.932571
156,3404,5,33.499193 ,-111.927532
156,2538,4,40.438875 ,-79.955248
156,7150,4,33.508865 ,-111.925004
156,2552,3,40.437824 ,-79.92006
156,11,2,40.407070 ,-79.917508
156,87,3,40.446477 ,-79.991674
156,4753,4,36.102702 ,-115.169267
156,10224,2,36.107709 ,-115.17577
156,10220,1,36.107327 ,-115.176129
156,2537,4,40.445056 ,-79.949059
156,2570,4,40.437778 ,-79.921123
156,12116,3,40.475437 ,-79.919706
156,4585,2,40.451361 ,-79.932524
156,4639,3,40.440033 ,-79.955992
156,2579,3,40.435293 ,-79.923154
156,2571,3,40.437277 ,-79.923186
156,9982,3,40.428768 ,-79.964499
156,5273,3,36.114461 ,-115.194792
156,13196,4,36.109754 ,-115.173873
156,4642,3,40.441358 ,-79.957697
156,13324,5,40.440092 ,-80.002446
156,7128,5,40.427503 ,-79.982282
156,5031,3,40.438257 ,-79.921873
156,8973,3,40.422592 ,-79.928538
156,13379,3,40.489141 ,-79.893087
156,2500,3,40.426803 ,-79.968973
156,13400,4,40.476176 ,-79.920524
156,153,5,40.457103 ,-79.929634
156,10430,4,40.428585 ,-79.986626
156,10469,4,40.466679 ,-79.964379
