本宫暴脾气,http://www.dianping.com/member/113215684,30,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 西湖雪媚娘,2019-05-31   更新于2019-06-02 02:48,朴墅餐厅在青芝坞民宿旁，比较靠外面的出口。因为就住在这边的民宿，所以特地离开的最后一天中午过来吃的。我是个特别在意环境的人，我觉得好的环境才会有好的用餐心情。所以为此我在这家店换了两次座位了先是随便坐个位置，等别人吃完走了，再移过去扫描桌上二维码自助下单，但是想吃的统统都售空了，于是就随便点了，有啥吃啥。整体味道都还行，就是没有做到最好的景观位不开心	
LipIce_C1500,http://www.dianping.com/member/35435198,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-31 09:50,绝对的五星好评~性价比很高的馆子，位置很好找，就在青芝坞边很醒目的朴墅(pur)~饭店前有一片湖水，配着几个亭子可以在这里等位，喊号通过喇叭，不会怕听不到叫号~饭店很大，很幸运被安排在二楼露台上，可以欣赏景色	
小绿植,http://www.dianping.com/member/1282674056,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-05-31 09:44,打卡了好多好吃的店，会场满意～	
lily,http://www.dianping.com/member/894484472,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：110元,,2019-05-30 23:42,周末去要排队，不过还挺快的。「芝士焗南瓜」必点的菜了，知识就是力量！「招牌鲜卤凤爪」凤爪也是每回必点了，肉糯而不腻，入口即化。「人品大爆发」这个是沙拉，量大还好吃，性价比超高。「泰式咖喱虾」这个也好吃！咖喱一点都不腻	
Ivy.Izecson_00,http://www.dianping.com/member/1012979987,30,口味：2.0 环境：5.0 服务：5.0 性价比：3.0,,2019-05-30 17:42,味道一般招牌鸡爪也不是特别好吃椒麻鸡处理得不干净	
一出好戏,http://www.dianping.com/member/721358525,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-30 14:40,店在青芝坞，跟着高德导航到的，挺好找的，装修的很有特色，非常喜欢他家的风格，非常漂亮，菜品也非常好，芝士焗南瓜非常好吃，海鲜小拼也挺不错的，还有杭州特色的龙井虾仁也很好，手抓饼也很好吃，下次还会再来的	
Sevizzz,http://www.dianping.com/member/52699605,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-29 09:41,朋友来学校找我玩，就带她来朴墅吃饭了，之前听说朴墅很火，但一直因为人多就没来吃，这次在点评上排队看等位不多就过来了。到的时候发现并不需要等位，直接就入座了，点了很多菜，都最后又吃撑了。「芝士焗南瓜」推荐菜no1，一上来就很香，软软的甜甜的。「招牌鲜卤凤爪」很嫩的凤爪，而且卤的很入味。「招牌椒麻小本鸡」这道菜有点不像杭帮菜，因为有点辣，不过鸡肉煮得很软，很入味。「糖醋里脊」每次必点，味道不错，就是有几块好像都是面粉。	
闪闪小巴依,http://www.dianping.com/member/4591219,50,口味：5.0 环境：5.0 服务：4.0 性价比：5.0,,2019-05-28 23:18,公司组里出来团建，就跑来梅家坞吃饭，同事推荐了这家朴树，就在梅家坞入口的地方，一进来就是。还是很好找的。这家餐厅就是一个小别墅，整体装修也是朴实大方，但是却处处透露着精致，大概就是餐厅名字的由来吧。我们到了进来包厢，扫码点餐，点了一堆。整体菜的味道都不错，烤羊棒骨一人一根很给力。然后其他菜也不错，整体价位也不是很贵，很不错的一家餐厅。	
菲嘟_H,http://www.dianping.com/member/52722700,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-28 12:13,周末晚饭排队要排到绝望，但是菜是真的不错，环境也不错。绝对值得打卡	
强B貌似中毒了,http://www.dianping.com/member/29187766,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-27 20:24,和这家相识也是缘分啊，那次是跑去杭州泡吧到两三点，回到青芝坞睡的，起来后昏昏沉沉又要赶动车，就周边搜了下这家评价最好，跑去人超多我们来得早正好有位置，点了不少菜，味道确实很不错啊这家，就是太赶了，没有坐下来慢慢品尝有点遗憾0	
quinta,http://www.dianping.com/member/1382846840,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：0元,,2019-05-27 17:08,餐厅环境特别好，行云流水的感觉，很有自己的风格。菜品有很多，我和周围人经常去吃。因为性价比不错，菜也不贵，味道也很好。是一家来了第一次，想来第二次的店。总之还是蛮喜欢的。大家可以尝试来试一下~相信你也会爱上它的！推荐啦！	
一斤手,http://www.dianping.com/member/1314233782,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 芝士焗南瓜,2019-05-27 16:29,环境不错，人很多，刚到的时候查了大众点评发现是网红店，好在可以在客户端预约，要不然真是连动车都赶不上了。坐在窗边还可以看风景。强推招牌鲜卤凤爪和芝士焗南瓜🎃，简直好吃，凤爪恨不得再来500个！！就是西湖醋鱼是冷的。	
我太难了,http://www.dianping.com/member/366589339,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：101元,喜欢的菜： 西湖雪媚娘 西湖牛肉羹 盐焗手抓羊棒骨 龙井虾仁 干煸有机花菜 麻辣馋嘴蛙 盐烤羊棒骨 抹茶布丁 金桔木兰芦荟 米饭 冰爽木耳 碳烤鸡中翅 葱爆肥肝 金橘木兰芦荟,2019-05-27 09:47,味道都很好，除了木耳没有雷，价格比较合理，吃了麻辣牛蛙，沃豆腐，两份酒酿圆子，榨菜汤，碳烤鸡翅，干锅花菜，金桔芦荟，冰爽木耳，六支羊棒，健康牛肉锅，茄子，小牛肋排，牛肉健康锅，龙井虾仁，五个米饭，西湖雪媚娘，葱爆肥肝，抹茶布丁。	
Shirley&amp;,http://www.dianping.com/member/192539577,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-26 21:11,网红餐厅，环境不错，饭桌有种回家吃饭的赶脚，菜品还不错。	
趙啾啾,http://www.dianping.com/member/50699499,40,口味：5.0 环境：5.0 服务：3.0 性价比：5.0,,2019-05-26 18:37,#环境：环境很好，周围小桥流水的，景色很美，屋子里也很干净，整体风格很精致#口味：1.腊味煲仔饭肉很多，咸口微甜，锅底下很多锅巴超赞。2.葱油多宝鱼很嫩，口味刚刚好，北方人吃起来也不会觉得清淡3.招牌鸡爪，门口一个大锅里都是鸡爪，鸡爪软糯脱骨，但是又有嚼头，很入味4.堂菜排骨，吃起来很像我自己做的红烧排骨，但是其中又多出一种说不出来的味道，可能就是那个棠菜？排骨量很大5.干锅包菜，简直是今日最佳了，别看是素菜，做为食肉动物的我真是觉得好好吃6.陈皮卤鸭，味道很浓郁，要是可以再嫩点就更好了#服务：怎么说呢，没感觉到什么服务，可能是在这边感受到杭州人民的热情感受的多了，给对比下去了吧，四点半到排队给号的小姐姐全程冷脸总体来说，味道什么的都是很好的，服务可以加强，饭吃的感觉冷冰冰的	
两岸三地最难入睡成就奖,http://www.dianping.com/member/897564098,40,口味：4.0 环境：4.0 服务：2.0 性价比：3.0 人均：80元,,2019-05-26 14:31,菜的味道还不错小店环境也挺好总体不错	
白玛卓嘎,http://www.dianping.com/member/17621852,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：80元,,2019-05-26 13:16,中午等位20分钟本以为就是很传统的餐馆进门后设计细节都很用心值得庆幸的是还好没有多点因为菜品分量太朴实了路过明档时忍不住问小哥为什么鸡爪不给它美甲？小哥笑笑。入座上第一道菜等了又是20分钟大部分先做餐厅出餐都慢可以理解yssqj味和菜价来说是超支了尤其是鸡爪卤水味道好软糯临出门要了6支打包。两个人160扶墙出优秀	
冷月无声1992,http://www.dianping.com/member/1107319617,40,口味：5.0 环境：5.0 服务：3.0 性价比：4.0 人均：110元,,2019-05-26 12:54,坐标浙江大学玉泉校区附近，挨着西湖不远。去杭州旅游的时候吃的，体验感很不错(*๓´╰╯`๓)♡作为一个爱吃凤爪的人觉得凤爪一级棒！很典型的杭帮菜。建议去的时候自己带餐巾纸！！！因为他们家一块一袋的餐巾纸是清风手帕纸！饮料喝的是一种有樱花的饮料，不记得叫什么啦，超级棒，我男票一人基本上喝了一份，很清爽，解腻，又有樱花的清香，超级棒！	
郑子陵,http://www.dianping.com/member/60603,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-05-25 22:25,被老婆墙裂推荐要来拔草的店，说她朋友每次来杭州必来这家店。慕名而来，位置在浙大边上一个类似生活区的门口，比邻一个小池塘，大概所谓的风景位就是这个了，形式大于内容！说到菜品，的确可以。小豌豆很可口，那个鱼头也挺好吃的，就是这个招牌牛肉，我觉得一般。服务蛮好，应该会再来，性价比不错！	
Moeras,http://www.dianping.com/member/9945843,50,口味：5.0 环境：5.0 服务：5.0 性价比：4.0 人均：0元,,2019-05-25 20:20,「西湖雪媚娘」很不错~不会很甜「招牌椒麻小本鸡」	
itsfareast,http://www.dianping.com/member/8338236,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 盐焗手抓羊棒骨 嫩豌豆,2019-05-25 19:26,朋友来杭州玩，约在玉泉，就去了青芝坞吃饭。朴墅算是一家招牌的店了。六个人吃了十几个菜，嗯，吃完了。	
剁椒湘鱼头,http://www.dianping.com/member/6504595,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：64元,,2019-05-25 16:51,多年前去青芝坞的时候看到朴墅排队排了很长，于是放弃了，去吃了南山南。今年借着母亲节带妈妈去青芝坞住民宿，又看到这家店，决心一定要拔草。担心出现上次排队排很久的场景，下午接近16:30的时候，我们赶到店里，正好大家排队进场。我们选了个靠窗的位置坐下，边看景边吃美食。春末的晚上坐在窗边，有点小冷，还好我们点了热饮和汤。【醇香糙米浆】里面放了黑芝麻，很醇香，也很健康。【仙草冬瓜炖龙骨】不知道这个草是什么秘方，汤很香很鲜，我和妈妈两个人喝了好几碗汤，喝汤喝饱了。【艾草青方】的蘸料是红糖和黄豆粉，黄豆粉让我有种回到老家的错觉，吃出了回忆。	
Tavon丶,http://www.dianping.com/member/1272238216,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-25 16:38,环境没得说，就是晚上吃得迟了，一定要记得多穿外套，不然青芝坞那边真的超级冷！然后最好提前预订，天天爆满。「芝士焗南瓜」满分，敲好吃「西湖牛肉羹」比较一般，但也还是不错「朴墅素鹅」味道不错，可以一试「泰式咖喱虾」马马虎虎，味道还过得去，略淡	
瓦力哥哥,http://www.dianping.com/member/996248741,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-05-24 22:02,绝对是好吃又便宜的餐厅网评1.5万最起码4年老店生意真的好天气越来越热感觉吃啥都是没有胃yssqj明天休息所以跑到这里来吃也算是第一次拔草吧整体环境还算可以，的确是老店了菜品特色，真的好吃服务也真的不错呀整体，性价比还算可以，吃的人真的很多	
熬夜小冠军本君,http://www.dianping.com/member/56701021,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：100元,喜欢的菜： 西湖雪媚娘 金牌牛肋骨,2019-05-24 21:33,这是一家带着一丝浪漫气息主打杭帮菜的店，店内装修比较古朴风，但是又能看出老板在布置上的一份用心，朴墅餐厅就静静地开在青芝坞一块角落里，但是来这里的游人并不少，后知后觉的才发现这里已经成为了一家网红店！ps：强烈推荐西湖雪媚娘这是我目前吃过最好吃的雪媚娘了！！！	
毛毛morning,http://www.dianping.com/member/1217145668,40,口味：4.0 环境：5.0 服务：5.0 性价比：4.0 人均：65元,喜欢的菜： 西湖雪媚娘 腊味煲仔饭,2019-05-24 20:12,又一次来朴墅餐厅，最爱雪媚娘，芒果馅儿的，鸡爪超好吃，入口即化，牛蛙里面有麻花，所以叫吱吱牛蛙，豌豆很甜很嫩，棒棒哒，工作日中午早一点到还是不用等桌的。服务可以，环境也还不错	
豆芽菜_8794,http://www.dianping.com/member/1001172111,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-24 17:18,朴墅家的菜是杭帮菜，偏甜甜的yssqj味。味道都不错，而且是网红店，周末要提早去。不然排好久队。「芝士焗南瓜」「招牌鲜卤凤爪」「西湖雪媚娘」「腊味煲仔饭」「特级煎卤小牛肋」「金牌牛肋骨」「西湖牛肉羹」「陈皮卤鸭」「招牌椒麻小本鸡」，都挺好吃的，不容易踩雷。	
青衣,http://www.dianping.com/member/845248959,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-24 14:51,🙌店名：朴墅餐厅🙌地址：青芝坞🙌价格：人均50左右🙌推荐：卤鸭hin好吃！芝士焗南瓜有一点湿不是很好吃！鸡爪好吃！牛肉羹好吃！！环境特别好！推荐大家随便点不太会踩雷！！！记得提前微信公众号排队预约！！	
尐釹拾柒,http://www.dianping.com/member/1273038,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：100元,喜欢的菜： 芝士焗南瓜 腊味煲仔饭 金牌牛肋骨 嫩豌豆,2019-05-24   更新于2019-10-17 00:12,周六的早上参加完活动，中了大奖哈哈哈，犒赏的走起，正好在植物园，相对朴墅算有名，也吃过，味道还算稳定就选了这里，来的早，人不多，四个人马上可以入坐这么热的天好怕等位哈。没有在这家点过菜的我，菜单上一眼看中这个牛仔骨哈吃肉星人，味道不错，牛肉很嫩哈，量还行，就是有点小贵还有甜豆是真货甜嫩，煲仔饭不错，每次都好吃哈～糖年糕一般，其他菜都比较稳定的，无功无过，整体还不错，吃的好饱好饱，早上的步白跑了哈不过跑步不就是为了更好的吃嘛	
大富大贵,http://www.dianping.com/member/4415761,20,口味：2.0 环境：2.0 服务：2.0 性价比：2.0,,2019-05-24 11:09,网红典型：超长排队，图比菜好看，评论比实物好吃，照片比风景美。很多大锅菜，上桌半温半热的。坐在床边的位置，窗外的风景也是差强人意，可能建筑本身才是景？为了赶第一波大约4:30就到了，吃完门口已是长龙，性价比很一般。	
小罗软糖,http://www.dianping.com/member/774148833,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 芝士焗南瓜,2019-05-24 01:12,又部门聚餐啦～说不能预约只能直接去这家店好像开了很多年了，说明还是不错滴点了太多，也没有一个个拍，总体很符合我的口味啦，觉得全场最佳是虾泡饭，喝了一大碗，很鲜～菜量都很扎实很适合聚餐了，边上环境也很好，在浙大玉泉旁边	
小康康,http://www.dianping.com/member/857070834,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 芝士焗南瓜 西湖雪媚娘 腊味煲仔饭,2019-05-23 19:58,一家很不错的杭帮菜馆，正不正宗先不说，反正环境是挺好的，很多人去青芝坞慕名而去，我也是其中之一，被小姐妹推荐去的。菜品都挺好吃的，很精致。我超级喜欢她们家的焗南瓜，一勺吃起来甜甜糯糯，特别好吃，雪媚娘也还不错。	
小蜜蜂,http://www.dianping.com/member/14400757,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：60元,喜欢的菜： 五香鸡爪,2019-05-23 17:19,住在青芝坞yssqj的威廉太妃民宿，这两家紧挨着~到杭州的第一顿就吃了这家网红店推荐的鸡爪，真的是好吃，我是鸡爪控，这个鸡爪烧的很软，但是又不烂糟糟，作为江南人，偏甜的yssqj味是绝对适应的~小朋友也很爱吃！后悔没打包10个高铁上吃~其他的两个菜，小排还可以，杏鲍菇炒鸡柳太油了，焗南瓜也不算是有特色的菜~工作日的中午生意很好，基本都坐满了，两个人不大好点菜，强烈推荐鸡爪~	
吃货一枚,http://www.dianping.com/member/886573688,50,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 芝士焗南瓜 西湖雪媚娘 腊味煲仔饭,2019-05-23 13:01,总体来说还不错，味道也是比较好的，推荐腊味煲仔饭	
十八呀呀,http://www.dianping.com/member/38996833,50,口味：4.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-22 10:47,5.20当天去的，大概六点半到店里，还没有人排队。餐厅就在西湖景区里面，环境非常好，坐的二楼靠窗的位置，景观很别致，吃完饭散步回西湖边，也很惬意。价格的话和外婆家，绿茶差不多，这个地段性价比非常高了。点了油爆虾，味道还是可以的，就是一份大概就十个虾，两三个人吃还差不多，味道还是可以的。。酥鱼不是现炸的，yssqj感不好，而且偏甜，不建议点。煲仔饭分量很大，里面的腊味也好吃。雪菜木鱼和干锅包菜就比较日常。整体yssqj味有点过甜，味道一般，但是两个人吃了190，性价比还可以。	
qingqing0124,http://www.dianping.com/member/30900228,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 陈皮卤鸭 盐焗手抓羊棒骨,2019-05-21 18:25,总的来说不愧是网红餐厅啦性价比也很好哦两个人点太多啦吃不完「陈皮卤鸭」这个卤鸭超级好吃啦第一好评「招牌鲜卤凤爪」「盐焗手抓羊棒骨」都是论个卖得哦，味道不错「招牌椒麻小本鸡」本鸡无错啦，很嫩很嫩的「芝士焗南瓜」「西湖雪媚娘」甜点有点甜了，而且很容易吃饱啦，下次还是不要点太多了[环境]真的很好啦，蛮幸运坐在了邻水的位置，很有氛围哦～下次要尝尝牛肋骨	
秋儿儿,http://www.dianping.com/member/715241,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 糖醋里脊 蒜泥粉丝虾,2019-05-21 15:00,总体不错，每次来青芝坞必打卡，感觉现在不用排很久，可以手机拿号，不过来的晚就很多菜沽清了，吃了二顿，基本没踩雷，都可以，主要是不贵，性价比高，扫码点菜加菜买单……唯一就是洗手间可以改进下，这么大面积，洗手间偏小，打扫卫生状况也不大跟得上……	
胖丁小张,http://www.dianping.com/member/1991641349,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-21 14:55,蛮好吃的非常喜欢会常来哦嘻嘻嘻	
Hattie爱旅行,http://www.dianping.com/member/45165183,50,口味：4.0 环境：5.0 服务：4.0 性价比：5.0 人均：83元,喜欢的菜： 腊味煲仔饭,2019-05-21 13:46,收藏了一年多的网红店，终于在昨天打卡啦，开心～强烈推荐「招牌鲜卤凤爪」，软糯入味，可以说是目前吃过的最好吃的一家。「东阳沃豆腐」很正宗，油渣是最精彩的配料。「腊味煲仔饭」物美价廉，锅巴做得也很好，不到十分钟就被吃光了。总体来说，是一家值得二刷的、环境优美的餐厅。	
咕噜咕噜,http://www.dianping.com/member/1608123429,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-21 07:51,咕噜咕噜免费吃——朴墅就在青芝坞第一家，离实验室很近，而且感觉是青芝坞当中好吃且便宜的一家「芝士焗南瓜」这道菜，必点，真的好好吃「吱吱大肠煲」喜欢吃大肠的不容错过啊，特别是里面有些外焦里嫩的大肠，简直人间美味「年糕焖黄鱼」很多人喜欢，但我觉得是一般的鱼「桂花酒酿圆子」这个也喜欢，一下子吃完了当然各种甜点也是极棒的这是一家很少有雷的店，推荐	
吃到世界崩塌,http://www.dianping.com/member/61215627,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：75元,喜欢的菜： 糙米汁 素烧鹅 腊味煲仔饭 特级煎卤小牛肋 陈皮卤鸭 糖醋里脊 腐皮小青菜 卤鸭儿 剁椒臭臭,2019-05-20 18:46,照片一张都没拍因为来吃过哈哈哈5点多到的没排队可能因为星期一吧但5.20吃饭的人应该还是蛮多的6点左右2楼基本坐满了结完账1楼还有几个空位说说菜：卤鸭卤鸡爪味道都不错鸡爪非常软鸭子也很入味青菜腐皮口味适中菜新鲜素烧鹅相比楼外楼知味观的汤汁要多一些沃豆腐空口吃咸淡刚好里面有马蹄油渣香菇豆腐糖醋里脊肉很新鲜很脆调味的汁儿酸咸刚好剁椒臭臭蒸的臭豆腐看着辣其实不辣煲仔饭和小牛肋烧的时间会相对久一些前吃太多有点饱后面吃不下打包了味道都还不错小牛肋的肉不会很干有汤汁饮料糙米汁甜度刚好里面还有芝麻之类的不会像有些饮料太厚重光喝都能喝饱23333总之感觉这家的菜适合年轻人也符合老年人的口味价格也实惠	
在减肥道路上越走越远,http://www.dianping.com/member/32947739,50,口味：4.0 环境：4.0 服务：3.0 性价比：4.0 人均：80元,喜欢的菜： 芝士焗南瓜,2019-05-20 15:24,朴墅，杭州老店！依然好吃！「芝士焗南瓜」上菜速度略慢，但是等久了也值得，因为真的好好次哦！南瓜甜甜的，加上芝士很棒，想我喜欢芝士的可以再多掉就好了「招牌鲜卤凤爪」这个卤的也好好吃哦！鸡爪软软的入味「鱼头再诱惑」鱼头诱惑精髓在泡椒，这个整体不错「西湖雪媚娘」这个我不是很喜欢「鲜榨树莓汁」饮料好好喝，感觉很纯[环境]一如既往好[服务]这个就略我差了点！可能比较忙吧	
veronicashen19,http://www.dianping.com/member/822093973,40,口味：5.0 环境：4.0 服务：4.0 性价比：4.0 人均：59元,喜欢的菜： 西湖雪媚娘 特级煎卤小牛肋 芝士焗南瓜,2019-05-20 13:32,好吃！门yssqj虽小，但是里面位置很多，旁边二楼有挺多位置的。	
美食家,http://www.dianping.com/member/1611758783,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-20 11:40,非常好找，就在大门yssqj，听说非常火爆，是第一名，我们来的时候才去吃的，果然很美味，物美价廉！需要排队等位，店铺非常大，我们坐在两yssqj视野更好的位置，酱鸭是每天限定的，尤其出彩，还有鱼也很美味，令人记忆犹新，主要还是实惠，三个人才吃了两百多一点，有机会会再去的！	
天精地艺,http://www.dianping.com/member/5225275,50,口味：5.0 环境：4.0 服务：4.0 性价比：5.0 人均：80元,,2019-05-19 21:59,网上看这家店的人气很足，所以中午早早的就去排队了，拿号NO1手机自助点单，点的基本都是招牌菜，味道很好，下次还会再来光顾！	
Yen,http://www.dianping.com/member/756515649,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-19 21:51,嘻嘻突然翻到去年吃朴墅拍的劈克圈，深夜发一波点评：必点🌟🌟🌟🌟🌟1.「红糖手打年糕」也许是因为苏州人好甜yssqj，这个红糖年糕外皮有稍微炸了一下，吃起来有点脆脆的，但是yssqj感绵软有嚼劲，很棒～2.「棠菜焗小排」小排都是用的带脆骨的肋排，烧的非常入味，酱汁很浓稠而且分量特别足，性价比很高，墙裂推～3.「豆腐鱼头」这个菜！每次去朴墅必点！鱼头很好吃，但是和鱼头一起煮的配菜们可以说是超级好吃，豆腐炖煮前稍微用油煎了一下，然后里面的蘑菇也很鲜香，超级无敌推荐一波～推荐尝试🌟🌟🌟1.「招牌椒麻小本鸡」椒麻鸡还不错吼，用的应该是童子鸡，肉质很嫩，带有些微椒麻yssqj感，辣度尚在江浙人民可接受的范围内。2.「吱吱大肠煲」大肠处理的比较干净，没有任何异味，如果爱吃大肠，可以尝试一下3.「芝士焗南瓜」广受好评的芝士焗南瓜在我看来就比较普通，大概是因为其他店铺也吃过类似的菜品，但这款性价比还是蛮高的哈～	
大汪帝国的喵,http://www.dianping.com/member/837386165,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-19 20:13,去的早，坐在外厅。环境很好，菜品也不错，煲仔饭真的很大份，差不多是4个人的量。响铃炸的特别的酥脆。甜豆很清新好吃。雪媚娘一般般，奶油有些太腻了。	
吃饭基本靠团建,http://www.dianping.com/member/149058557,50,口味：4.0 环境：5.0 服务：5.0 性价比：4.0,,2019-05-19 19:08,这家店还是蛮不错的哦。点了好多好多菜。「年糕焖黄鱼」「啫啫牛蛙」[环境]在青芝坞这个美丽雅静的环境吃饭也是一种享受啊。无奈的是太空不作美。下起了绵绵细雨。不太适合外出。还在开车过去。找个了稍远的位置。[服务]上菜也蛮快的。菜品很全。味道还可以	
dpuser_8414794531,http://www.dianping.com/member/1630789403,40,口味：4.0 环境：4.0 服务：3.0 性价比：4.0,,2019-05-19 16:08,带了一个蛋糕给朋友庆祝生日，店家竟然没有冰箱可以先放一下蛋糕。点了不少菜，桌子小到差点装不下。味道还不错，只是午饭吃多了，高估了大家的战斗力，最后只勉强解决了几个小菜和蔬菜，硬菜几乎都没动，要了几个打包盒打包回家第二天吃	
sun_day7,http://www.dianping.com/member/42626360,50,口味：5.0 环境：4.0 服务：5.0 性价比：5.0,,2019-05-19 11:03,非常不错的餐厅，除了离家比较远之外，找不出其他缺点。青芝坞进去左手边第一家店就是了，到了用餐时间都要排队，所以就提前预定了包间。菜的做法都比较家常，食材新鲜，口味也不重，这几点就已经很难得了。推荐鸡爪、糖醋里脊、龙井虾仁（虾的量很足）、鲍鱼、卤鸭、芝士焗南瓜……	
刘有劲eugene,http://www.dianping.com/member/15080185,40,口味：4.0 环境：4.0 服务：4.0 性价比：5.0 人均：75元,喜欢的菜： 芝士焗南瓜,2019-05-18 23:59,就要十五啦周末陪老王来杭州还个愿~顺便睡睡新民宿和没打卡过的餐厅😋这次吃喝玩乐主要在之前没解锁过的#青芝坞[地点]#，还真是发现新大陆🤩：整个社区布满了民宿🛏餐厅🍽酒吧甜品店🍰，热闹之余又保持了慢生活的节奏~吹吹小风吃吃农家菜逛逛小巷在民宿的露台喝喝小茶..偷得浮生半日闲🍃-📍店名：朴墅餐厅❗️地址：杭州玉古路61号青芝坞门yssqj处找地方吃晚饭民宿小哥推荐了这家说是青芝坞里最有名的网红餐厅不单环境好💯性价比也高两个人点了不少菜才花了150💰左右（其中有份干锅包菜只要12块而且味道也一级棒但最喜欢的还是【芝士焗南瓜】一定要点我和老王都停不下来‼️好吃(๑´ڡ`๑)其他点的一般般但都没有踩雷的-餐厅环境也是真的不错💛楼上靠窗的位子面对一个小湖（虽然水质一般哈哈哈）但光线很好窗外望出去一片绿色拍照📸很美来杭州旅游的小伙伴不妨到青芝坞逛一逛相信会有意外的小惊喜	
妮子,http://www.dianping.com/member/77473824,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-05-18 22:06,大众点评很火的一家，就连住的民宿都推荐我来朴墅，正好就在林芝坞，我就和老公晚上打卡来了，真的没加我失望。菜品的味道的真不错，尤其喜欢芝士焗南瓜和煲仔饭。餐厅环境也不错，我坐的是观景台，由于是晚上又在下雨，就没观到什么景色。服务态度也非常好，大家去要早点，他们只营业到20点30，去晚了要排队的。价格很亲民的。	
我头上有鸡脚,http://www.dianping.com/member/48316156,40,口味：3.0 环境：5.0 服务：5.0 性价比：4.0 人均：73元,,2019-05-18 18:44,和猪皮来杭州过个周末，打卡青芝坞网红餐厅。餐厅很好找就在青芝坞最外围，百度地图可以直接搜到~上菜单（排名分先后）：奶油芝士焗南瓜，手抓羊棒骨，干锅包心菜，其他见附件【奶油芝士焗南瓜】大众点评排名第一的菜，甜度适中，芝士香回味很足，充满幸福感的一道菜，算是今天的小惊喜🥳；【手抓羊棒骨】没有大多数羊腿的硬伤，比较厚的部分依然可以尝到些味道，点名表扬🤙；【干锅包心菜】12块性价比之王=。=味道可以完爆很多饭店，但不是吃到的最好的味道，再加点小米辣和蒸鱼豉油感觉会好一点🤔？【其他】海螺味道中规中矩，店家有用心的挑出来把屁股去掉好评！酱鸭甜度不够，有一点点鸭味，同等价位虹桥天地琵琶蛮吃到的味道要好一些；素鹅有点湿，似乎也要比在灵隐十方苑吃到的逊色一点。最后！二楼观景位真的加分很多，想坐的要早点来抢座位噢	
匿名用户,匿名用户,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：70元,,2019-05-18 17:59,性价比不错，味道也可以，服务也不错。	
mandy19821982,http://www.dianping.com/member/39670366,50,口味：4.0 环境：4.0 服务：3.0 性价比：4.0 人均：80元,喜欢的菜： 芝士焗南瓜 金牌牛肋骨 拌马兰头 醇香糙米浆 葱灌大肠拼腊肠,2019-05-18 02:24,必点：芝士焗南瓜！烤得焦焦，卖相好看，不腻，比较薄，两个人吃一份是可以的！牛肋条配饼，牛肋条带筋头厚切，酱烧甜口，也不错，就是饼子一直觉得配的太少，应该把饼单独做sku，比例不合适！糙米浆必点，好像是核桃芝麻大米还有其它两种谷物压榨的，很浓厚，有草本植物的一切香，但又不甜腻！其余的我觉得一般！环境大赞，外场有荷花池！绿树缠绕开阔！但我很讨厌等位，一排排坐很久像个讨饭的！	
