店铺名称,店铺id
福缘居酒楼,l8uNm5kgLP4n6eLq
userName,userID,startShop,describeShop,loveFood,pinglunTime,pinglun
雨~_1270,http://www.dianping.com/member/805777121,50,口味：5.0 环境：3.0 服务：3.0 性价比：4.0,,2020-11-13 23:37,晚饭饭点去的，都是人，我们选择了拼桌非常地道的杭州菜，而且菜品很多！「油淋鸡」太好吃了，它的皮是脆的，也很入味「脆皮大肠」我不吃大肠的人，但他们家的大肠我是可以吃的！吃不出腥味「三鲜汤」料很多！很好喝「八宝油条」跟早餐软软的那种油条不一样，它是那种硬脆硬脆的	
dpuser_5019126262,http://www.dianping.com/member/2079407437,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：70元,喜欢的菜： 脆皮大肠 油淋鸡,2020-11-13 23:05,菜的味道很符合我的口味，不是那么重口味，稍微带点清淡，感觉wyi4l合南方人清淡的口味。菜的卖相也极好，一看就胃口大开。服务员的态度也十分的好，招待十分的周到，给人极好的体验感。店里的装修也很有南方水乡的感觉，用餐环境极佳，很舒适。	
fiona,http://www.dianping.com/member/1048373457,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2020-11-13 22:28,国庆去杭州找小伙伴玩，点评上看了这家名列前茅的本帮菜，去了以后果不其然爆满！超多人，到了以后取了号要等很久，在门口犹豫了下正想走，服务员大姐出来问有没有要拼桌，这样不用等了。喜出望外，当即就进去落座，2个人不怎么饿点的比较少，东坡肉味道一般，就是肉味，不是很腻，稍甜口。脆皮大肠一生催，现在回了上海还忘不了这个味道，找机会还去杭州吃哈哈哈。鱼圆汤比较清淡，莼菜黏黏脆脆的，看起来想茶叶总体不错。醉虾刚放上来还有在蹦跶的小虾，闷了一会再吃的，味道真好。最后马蹄和芦笋都是我的最爱，搭配起来也很好吃。好像还有其他菜吃完忘记拍了，下次去吃一下其他的菜，好像还有南瓜据说也很好次。	
JC杰西,http://www.dianping.com/member/51873915,50,口味：5.0 环境：4.5 服务：4.5 性价比：5.0,喜欢的菜： 脆皮大肠 油淋鸡 干炸臭豆腐,2020-11-13 21:55,和朋友想要大快朵颐一顿，就想到了福缘居。“你们人齐了才能落座哦，不好意思。”中午十一点五十，冲着已经满座的饭厅，这样的要求也不算过分。“很快的，前面一波都已经吃好了。”老板说得没错，这个点的翻桌率已经很高，没等三分钟就坐下了。不用看菜单，脆皮大肠、油淋鸡、臭豆腐、香干肉丝已经点好。后又加了爆炒腰花和腐皮青菜。上菜超快。不用说，样样都好吃。招牌脆皮大肠绝了，与同样做大肠的德明不同的是，颜色浅一些味道淡一些，少一些咸卤味，但多的是糯与脆。干炸臭豆腐，很久没吃到这样的臭豆腐了，不算特别焦，甚至有些软，但不是烂的那种，特别像小时候吃的味道。辣酱的感觉也很到位。福缘居从惠民路搬过来以后，这还是第一次来吃。无论是味道还是气氛都没有变，主动干掉了一碗饭，光盘是必须的咯	
紅顏oO禍水,http://www.dianping.com/member/48933317,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-11-13 21:09,排队久了点，但是味道还是可以的，大肠味道一般，其他菜味道行！	
吃吃木子,http://www.dianping.com/member/72472836,45,口味：4.5 环境：3.5 服务：5.0 性价比：4.0 人均：166元,喜欢的菜： 脆皮大肠 油淋鸡 葱油蛏子,2020-11-13 20:00,「脆皮大肠」冲着着它来的，果然没让我失望「油淋鸡」第一喜欢，喜欢吃有葱油的一切食物「蛋黄南瓜」一般，不推荐，哪里都能吃到「醉虾」没有宁波三佰杯的好吃「葱油蛏子」一样，肥美「马蹄芦笋」我男朋友捧着一碗吃完了🙂「西湖牛肉羹」牛肉有点少，是其他牛肉羹的三分之一[薄荷]环境：即使是两人去，叫号到了也是坐四人一组的桌子，不会让客人拼桌，这点很好。总体来说就是带长辈去会很喜欢的饭馆。	
SimonDominic,http://www.dianping.com/member/816724352,25,口味：3.5 环境：2.0 服务：2.5 性价比：2.0 人均：120元,,2020-11-13 16:21,这个最好吃也得看人，作为杭州从小长大的我，吃了网红的福缘居，总体感觉就是这些菜都是杭州菜里很典型很有名的，但是比不上自己从小吃到大的那种味道，总体菜的分量很足，味道上却不能说很好吃。排队人很多，后来没办法和别人拼桌，其实拼桌也还好，就是总体感觉饭店里面太挤了。停车位得路边停车位，随机看人品。醉虾是最有名的，但是味道偏甜。总体感觉价格还是偏高了一些，加上味道，感觉性价比差了点。	
b_4579,http://www.dianping.com/member/54336126,50,口味：4.5 环境：3.5 服务：3.5 性价比：3.5,喜欢的菜： 脆皮大肠 油淋鸡 醉虾 糖醋里脊 酱肉冬笋蒸素鸡 西湖莼菜汤,2020-11-13 15:41,强推这家馆子，到杭州的第一天晚上选了这一家，其实老馆子里面你想吃的特色杭州菜都有的，所以不要纠结去哪家～油淋鸡一定要点，脆皮大肠，糖醋里脊和北京的不太一样，但是也很好吃。醉虾，绝了，必点！店里有自酿的青梅酒和桑葚酒	
匿名用户,匿名用户,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 脆皮大肠 油淋鸡 蛋黄南瓜 醉虾 雪菜冬笋蘑菇,2020-11-13 15:21,一开始是在网上看到的网红店，本来以为肯定会踩雷，后来又被姐妹推荐，这家店平价又好吃，就趁机会过来吃。脆皮大肠做法很独特，应该是先油炸再卤，处理的很干净；油淋鸡味道超级棒，很入味，肌肉也很嫩，外面的皮脆脆的；蛋黄南瓜蛋黄味十足；干炸响铃一开始挺好吃的，但是吃多了有点油腻；糖醋里脊一般般，就正常的口味。另外，醉虾真的巨好吃！！！！雪菜冬笋蘑菇巨下饭！	
sophia瑾,http://www.dianping.com/member/14259725,45,口味：4.5 环境：3.5 服务：4.0 性价比：4.5 人均：90元,喜欢的菜： 脆皮大肠 油淋鸡 沃豆腐,2020-11-13 15:17,大名鼎鼎的福缘居我居然是第一次来吃都是很正宗比较传统的杭帮菜味道都烧的蛮好的「醉虾」绝了，杭州人应该大部分都爱吃吧，调味调得太好了「油淋鸡」也很好吃！应该炸过再油淋的吧蔬菜类的最喜欢「沃豆腐」，跟东阳的沃豆腐还是有点不一样的里面有油渣榨菜这些小料满鲜的不知不觉吃了好几碗！另外老板娘也很加分，是杭州人，真的控场能力一流，做事很巴结，效率很高很有亲和力	
霜晨月,http://www.dianping.com/member/181827309,45,口味：4.5 环境：3.0 服务：3.0 性价比：3.0 人均：370元,喜欢的菜： 脆皮大肠 油淋鸡 酱肉冬笋蒸素鸡 片儿川 番茄丝瓜笋干 虾油拼盘 酱肉蒸春笋,2020-11-13 14:46,杭城第二顿，照旧“必吃榜”走起。这家的人气更胜“新周记”，工作日的晚上五点就开始取号排队，足足也排了有半个小时，而且人不到齐的话，排到了也不能坐位子，牛逼。说到最关键的菜式，脆皮大肠软糯入味，入口滑嫩；油淋鸡鲜嫩无比，有三黄鸡🐔的感觉，淋上葱油更是打开味蕾；虾油三拼的肚子、门腔和🐔浸透了鲜美的虾油，下酒佳肴；丝瓜番茄和笋尖炒在一起，略带酸口，别有一番清口的滋味；清蒸江鳗除了料酒，没放其它佐料，只配了一碟酱油佐食，吃得就是食材的原生鲜味，肥嫩无比；蒜子鳝段有点偏小，炸得偏干；酱油肉笋干素鸡的素鸡吃透了酱油肉汁的鲜味，酱油肉切得极薄，但有嚼劲，绝对下饭神器；蒸双臭看着色彩艳丽，比较重口，其实口味偏淡，没有吊出臭豆腐的独特鲜味；最后的拌川根根入味，面条筋道，一点不重口，加了点韭芽吊鲜头，是画龙点睛的一笔。	
腰果今天又吃什么了,http://www.dianping.com/member/1273261672,40,口味：4.5 环境：3.0 服务：4.5 性价比：4.0,喜欢的菜： 脆皮大肠 清炒芦笋 洋葱腰花,2020-11-13 14:39,我可能不会去第二次「脆皮大肠」大肠真的ok，一点都不油腻，外层有点脆脆的。「清炒芦笋」芦笋很好吃，很新鲜。「油淋鸡」无功无过，一般。「蛋黄南瓜」第一次吃到撒了白糖的蛋黄南瓜，不知道是不是做错了，而且也没有咸蛋黄味。「洋葱腰花」还可以，腰花的内脏味不重，可以尝试，但也没有很惊艳。打4星完全是因为大肠，btw大肠70+一份确实不便宜。店里有顾客抽烟，老板娘会来制止，这点很可以。味道确实不错，但是没有好吃到让我想去第二次的冲动，同类型的店我还是选择好食堂。还有一个就是卫生条件堪忧...看了眼厨房真的太脏乱了...菜就放在垃圾桶旁边...	
Paul啵啵,http://www.dianping.com/member/1266950920,30,口味：4.0 环境：4.0 服务：3.0 性价比：2.0 人均：105元,喜欢的菜： 脆皮大肠,2020-11-13 14:19,没有很惊艳的味道，但是是可以来尝试的，至少这两道菜没有踩雷。没有服务是可以理解的，太忙了因为。性价比确实不是很高。	
WXY_8729,http://www.dianping.com/member/124092798,45,口味：4.5 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠,2020-11-13 13:55,菜的价格，不是性价比特别高。排队超级长，选择了拼桌，没有等。我觉得脆皮大肠还是可以的，特别是大肠两边细的地方烤的特别酥脆，爱了。下次可以尝试一下别的菜。	
匿名用户,匿名用户,10,口味：3.0 环境：2.5 服务：0.5 性价比：3.0,,2020-11-13 13:36,看着大众点评来的，也不过如此。味道还可以，但也没有很惊艳。点了一杯桑葚酒，菜单上没有，问价的时候说10元，结账的时候变18元。呵呵哒～还说我们4个人都听错了。6🉐很～我们4个人耳朵都不好？	
pineapple8,http://www.dianping.com/member/6217140,50,口味：5.0 环境：4.0 服务：4.0 性价比：5.0,,2020-11-13 10:49,排队一个多小时才吃到，是值得的，非常好吃。四个人点了九个菜几乎全部吃完大肠，油淋鸡真的是经典中的经典，每个菜都好吃完全没有雷点，下次来杭州还要去。	
南瓜超人,http://www.dianping.com/member/59591579,45,口味：4.5 环境：4.5 服务：4.5 性价比：3.5,,2020-11-13 10:43,杭州开了十年的老店，排队的人超级多，跟着杭儿风来打卡，两个人点了三个菜，排了四十分钟队，脆皮大肠是油炸的大肠配上酱汁，感觉没有那么惊艳性价比也不是很高，醉虾的酱汁调的炒鸡好吃，要不是因为开车，这酱汁无敌下饭，虾上桌的时候还会跳很鲜活，下次还会来尝尝别的菜。	
_冰棍,http://www.dianping.com/member/15751040,40,口味：4.0 环境：3.0 服务：3.0 性价比：4.0 人均：120元,喜欢的菜： 马蹄芦笋 干锅花菜 脆皮大肠,2020-11-13 09:57,「脆皮大肠」拿手好菜，值得一吃。「卤鸭」酱汁偏咸「马蹄芦笋」这个比较清爽可口「干锅花菜」正常「干炸臭豆腐」.....能吃，但是也偏咸「蒜子炒鳝段」鳝鱼是直接切断，没有去骨，整体还可以，稍微有点土腥味。「爆炒腰花」.....食材新鲜.......人倒是挺多的，5点多到店就开始等位，	
00韩筱柒00,http://www.dianping.com/member/7128229,40,口味：4.5 环境：3.5 服务：4.0 性价比：4.5,,2020-11-13 08:42,大众点评推荐的一家店，特地避开工作日去吃杭帮菜，去到时候外面已经排满了人，幸运的是因为我们6个人排大桌，马上就轮到了。总体出品真的不错，大肠外焦里嫩，八宝辣酱也是我喜欢的味道，尤其是糖醋带鱼，味道刚刚好。福源居的精酿也是味道棒棒的	
不知该怎样的我,http://www.dianping.com/member/110597055,45,口味：4.5 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 蛋黄南瓜 油淋鸡 脆皮大肠,2020-11-13 07:18,时隔两年再次来到这家店味道真的没变！还是一如既往的好吃！最好吃的是油淋鸡真的绝了！外皮的酥脆在家上鸡肉的嫩！真的连吃3大块。然后就是蛋黄南瓜甜甜的裹着蛋黄好吃！脆皮大肠也不错处理的一点腥味都没有真的有水准。其他两个就都平平过没有太突出有机会会来第三次的！	
鳗豆,http://www.dianping.com/member/29109754,45,口味：4.5 环境：3.0 服务：3.0 性价比：3.5,,2020-11-12 23:21,朋友请客，东西很好吃，就是地方有点简陋，卤大肠非常美味！	
古澜丹暮,http://www.dianping.com/member/78318609,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠 油淋鸡 酒酿圆子羹 雪菜冬笋蘑菇 酒酿小圆子,2020-11-12 22:35,除了醉虾不敢吃，其他按排行榜推荐点没错，脆皮肥肠排第一名符其实，油淋鸡排第二不够吃，八宝油条那个菜踩雷了，不知道是油条炸过了火候，还是就这样，反正不好吃，有关笋的一切菜都好吃。不过呢，就是量小价高，四个人吃饭按双份点就对了，否则最后还得片川儿酒酿圆子和气泡水撑饱	
囧儿宝,http://www.dianping.com/member/24507792,45,口味：4.5 环境：4.0 服务：4.5 性价比：5.0 人均：80元,喜欢的菜： 油淋鸡 脆皮大肠 干炸臭豆腐,2020-11-12 21:25,朋友安利的店，小箱子里面的杭帮菜。脆皮大肠出品真的太棒了，脆脆的也不油腻十分好吃。油淋鸡也十分惊艳，符合浙江人/湖南人的口味。冬笋香干一般般建议可以增加冬笋的量。去的时候人山人海幸好正好碰到了可以2人位的拼桌。建议早点去	
April22217,http://www.dianping.com/member/15440321,30,口味：3.0 环境：3.0 服务：3.0 性价比：3.0,,2020-11-12 20:22,不知道为啥这家店评分那么高，晚上吃饭人真的很多，所以非常吵闹空气也不好，服务员也非常忙碌，点了大肠，味道还行有点脆，好点了醉虾，我能说真的很普通吗，虾不大，酒味很淡，里面还放了甜辣酱，真的是越吃越甜，好点了个面，真的是普通到不能再普通了	
夏天要有西瓜,http://www.dianping.com/member/1765701460,5,口味：0.5 环境：0.5 服务：0.5 性价比：0.5,,2020-11-12 19:44,首先说明我不是黑子，从来没吃过那么失望的必吃榜！首先从态度来说，在门口等了快一小时，因为一起的小伙伴去上了个厕所，服务员一直盯着你，一直在反复强调人没到齐可以去门口重新等，语气特别强硬，仿佛欠了他们几百万一样，第二点服务态度也特别恶劣，桌子也不收拾，只是一句你自己擦一下吧，我在边上？？？？？服务员几个老阿姨在后面插着手在那边聊着天！我真的不知道这怎么是必吃榜了？？？吃剩的碗筷直接在大厅里倒进塑料箱子里，本身就很嘈杂的环境更加刺耳，一点都没心情吃饭第三点菜品的味道就是这样，我们两个人吃了四个菜，味道除了大肠味道还可以，其他菜品真的很普通，家楼下随便一个小炒店的味道都不如！醉虾醉了大概十来分钟还在活蹦乱跳，不知道是虾太小不会醉还是酒太少不会醉！已经拔草，以后不会来的一家店，也会和身边朋友说慎来的一家店	
秋_5814,http://www.dianping.com/member/54226685,35,口味：3.5 环境：2.5 服务：3.5 性价比：3.5 人均：100元,喜欢的菜： 油淋鸡 八宝油条,2020-11-12 17:15,脆皮大肠有点腻，油淋鸡味道不错，八宝油条也还好，膏蟹味道觉得最好了，就是有点小贵，没有什么环境可言，也没什么服务，感觉像过去的公家饭店，总之没觉得多么的好吧	
aeiougy,http://www.dianping.com/member/6073016,45,口味：4.5 环境：3.5 服务：3.5 性价比：4.5 人均：120元,喜欢的菜： 脆皮大肠 醉虾,2020-11-12 16:55,味道很好，人很多，本地人游客都很多，大肠很好吃，就是有点贵	
匿名用户,匿名用户,25,口味：2.5 环境：1.0 服务：1.0 性价比：2.0 人均：100元,喜欢的菜： 脆皮大肠 片儿川,2020-11-12 16:42,首先环境，小馆子，人很多，需要排队，可能都是大众点评来的，人少着急需要拼桌，一大桌子3，4组人都有可能，上菜很慢，你需要说这个菜做了吗，没做不要了才能上菜。其次价格，脆皮大肠75一份，一人份吧，价格这样吧。最后口味，慕脆皮大肠名而来，卤的大肠又干煸了一下的感觉，一圈的肠和只有皮的肠一半一半吧，口味并没有太惊艳，沾了一点汤汁吃的，一般人可能会觉得有点咸。片儿川就是一碗面，没什么滋味。有一点点失望吧，可能人太多了，很多东西就下降了。	
sherrylu1994,http://www.dianping.com/member/13258420,45,口味：5.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠,2020-11-12 16:14,4点多来就看到门口已经有人在门口等着开市了5点多进场吃，吃到7点多门口就开始一堆人排队了品品菜，脆皮大肠我爱了！甜甜辣辣的醉虾味道也不错就是吐壳太辛苦作为品鸡无数广东人感觉油淋鸡也好吃葱油蛏子也很香口入味不过糖醋里脊个人觉得酸了点算是这么多菜中较弱的一个	
被子很有爱,http://www.dianping.com/member/26445928,35,口味：4.0 环境：4.0 服务：3.5 性价比：4.5,喜欢的菜： 油淋鸡 家常豆腐 糖醋里脊 脆皮大肠,2020-11-12 12:51,油淋鸡表皮脆酥，加上葱油和酱油，好吃倒是好吃，就是吃多了薛薇有点腻糖醋里脊18一份，感人的杭帮菜物价，好吃得不得了，面衣特别薄而酥脆，肉感十足脆皮大肠非常好吃，表皮有一点焦脆的口感，里头就是柔软的大肠和油脂，整体完全不会过硬，特别香，不油腻，蘸酱汁由为满足。	
煤球王的小跟班,http://www.dianping.com/member/1724399499,50,口味：5.0 环境：4.0 服务：4.0 性价比：5.0,,2020-11-12 12:34,📍河坊街35号就在驾驶员培训中心旁边。[薄荷]环境：二三十年前的老式装修风格设施比较老旧，吃饭的人非常多餐厅内整体环境比较乱[服务铃]服务：老式餐厅的服务基本爱搭不理哈哈哈人实在太多了我们四个人等不及和别人拼了一个大桌桌上有一半菜是另半桌朋友的「油淋鸡」「脆皮大肠」「蛋黄南瓜」「干炸臭豆腐」「八宝油条」「葱油鲈鱼」「糖醋排骨」「葱油花蛤」「空心菜」「西湖莼菜汤」菜品没话说水准之上上面👆🏽说的都是缺点菜品的味道是唯一一个吸引这么多饕客前来的理由	
黑色浪漫,http://www.dianping.com/member/469992262,25,口味：2.5 环境：2.5 服务：2.5 性价比：3.0 人均：103元,喜欢的菜： 脆皮大肠 蛋黄南瓜,2020-11-12 12:26,吃个饭真气人！【服务一般】周六专门坐了好久的地铁去拔草这家餐厅，冲着脆皮大肠去的。餐厅好像是是14:00暂停营业，13:30我就到了，想着还差半小时应该赶得及。结果门口一堆排队的，服务员说已经不放号了，那ok我打包带走总可以吧。点完菜就在门口坐着等，服务员说可以拼桌，我想在店里吃嘛就问能不能拼，服务员说“你都点外卖了还拼什么桌”。如果能在店里吃，我也不想点外卖呀！唉，气人。【菜品试吃】个人觉得脆皮大肠不脆，口味一般，蛋黄南瓜油腻感重了一点，不太喜欢。	
turececily,http://www.dianping.com/member/6375650,45,口味：5.0 环境：3.0 服务：3.0 性价比：5.0,,2020-11-12 12:20,肥肠非常好吃，一点腥味没有，外皮处理的脆脆。其他也好吃的，就没有服务可言。	
小泊。,http://www.dianping.com/member/860600182,35,口味：3.5 环境：3.5 服务：3.5 性价比：3.5,,2020-11-12 11:32,幸运的没排多久和别人拼桌了味道还可以中规中矩脆皮大肠还不错真真是外酥里嫩就是吃多了有点腻葱油蛏子也不错很新鲜分量也很足服务员老板都很忙但是服务态度都不错点赞	
Abyss茶涩,http://www.dianping.com/member/78305539,40,口味：4.5 环境：3.5 服务：3.0 性价比：4.0,,2020-11-12 10:12,老店嗷！老板娘很可爱，作为外地人不敢吃醉虾，老板娘还给我演示了怎么吃醉虾。虽然虾是活的吃起来比较恐怖，但是味道真的很不错。东坡肉和脆皮大肠是现在还会怀念的特色菜。虽然人很多，但是上菜的速度不算慢。能吃到还是很值得的。	
骚丁,http://www.dianping.com/member/35171871,35,口味：3.5 环境：3.5 服务：4.0 性价比：3.5,喜欢的菜： 醉虾,2020-11-11   更新于2020-11-12 12:56,📍交通：地铁5号线出来走几百米就到了，挺方便的[薄荷]环境：有包厢有散座，人多人少都可以👯关于排队：不想等的可以选择拼桌（比如我），周日五点左右到的，前方等位10桌，老板娘问愿意拼桌吗，毅然决然点同意了（节约时间更重要！），包厢的圆桌拼的，我们四组人相互不认识哈哈哈🍲菜品：「油淋鸡」点评一致都是夸奖，所以我毅然决然点了，但是没到预期，肌肉有点干柴，可能不是我喜欢的类型「脆皮大肠」是招聘菜品，可以尝试「醉虾」最满意的应该是这个菜了，醉料超级好吃，酸味甜味辣味都刚刚好！上来有几只还在活蹦乱跳哈哈哈，很多游客可能不知道醉虾是生的（和我们拼桌的桌友就是），上菜后换成了油爆～不知道的宝贝可以注意下🙊「片儿川」普普通通，当个主食填饱肚子「雪菜冬笋蘑菇」直接拿来当片儿川的浇头了，味道一般	
肚子圆,http://www.dianping.com/member/1226356374,40,口味：4.0 环境：3.5 服务：3.5 性价比：4.0,,2020-11-11 21:17,「脆皮大肠」不愧是排名第一的菜	
kaykay,http://www.dianping.com/member/878397046,50,口味：5.0 环境：4.5 服务：4.5 性价比：5.0,喜欢的菜： 脆皮大肠,2020-11-11 21:02,国庆去杭州旅游的时候吃的，到现在还对这道脆皮大肠念念不忘！！！到民宿放好行李就准备来这填肚子，到店大概下午4点，门口已经大排长龙！！有被惊到，第一次遇到还没到点营业就开始排队的店。4点半正式开门，齐人才能入座，人少可以拼桌。「脆皮大肠」两个人点了4道菜，脆皮大肠实在太好吃了！！吃了第一块脑子只想对老板说：再来一份谢谢！！「油淋鸡」「嫩菱芦笋」「上汤腐皮卷」油淋鸡的味道也不错，当时已经沉浸在脆皮大肠的美味中啦，芦笋很嫩很新鲜，上汤腐皮卷里面是竹笋，好吃，就是有点咸。下次去杭州还会再去吃的！！！	
匿名用户,匿名用户,15,口味：1.5 环境：1.5 服务：1.5 性价比：1.5,,2020-11-11 18:17,哎真的是每个点的菜都是雷每一个都巨咸啊……	
ELIZAH,http://www.dianping.com/member/16730207,40,口味：4.0 环境：3.5 服务：3.5 性价比：3.5,,2020-11-11 15:42,网红餐厅，非常多人排队～食物味道不错～就是一张大桌要搭4桌人～	
GDP小姐,http://www.dianping.com/member/57073548,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：70元,喜欢的菜： 油淋鸡 脆皮大肠,2020-11-11 13:53,又来打卡必吃榜的福缘居啦！这次带老妈来尝尝，跟她说了一路很好吃哈哈哈😄[薄荷]环境：店面不大，人流量超级大，等位也是醉了的。后来有拼桌就立马拼了，等不起哈哈哈。油淋鸡油淋鸡真的好好吃诶，先炸后卤，鸡肉还是不柴。脆皮大肠大肠炸得太酥脆了，而且一点不膻，不敢吃这种的我都会爱上，不过热量也是有点怕的	
_是乌鸦啊,http://www.dianping.com/member/818362524,45,口味：4.0 环境：4.0 服务：3.5 性价比：4.0,,2020-11-11 12:58,门口在修路人还是超级多的店里拥挤热闹服务员分身乏术市井气息很浓啊取号时被告知需要等待40分钟结果没一会儿“有没有拼桌的2个人的有没有”还挺幸运掏出手机打开大众app一阵乱点等着上菜然后一个大桌拼了四五对人等菜上桌我和朋友笑傻了大家点的都差不多吃前连连看👀哈哈哈哈太有食堂的感觉了值得去体验一下老-杭州人就算了吧	
不败家的兔子菌,http://www.dianping.com/member/832879259,35,口味：4.0 环境：3.0 服务：3.0 性价比：3.5 人均：110元,喜欢的菜： 蛋黄南瓜,2020-11-11 12:17,执念了好久的一家杭帮菜但是真的吃到了感觉也就一般？「脆皮大肠」🌟🌟🌟🌟最期待的一道但是似乎没有惊喜到我印象里大牌大的脆皮大肠更好吃一点「蛋黄南瓜」🌟🌟🌟🌟🌟满分「葱油蛏子」🌟🌟🌟🌟食材很新鲜咬下去会爆浆的那种「醉虾」🌟🌟🌟新鲜的但是我不太爱	
小院子,http://www.dianping.com/member/1223683203,40,口味：4.5 环境：4.5 服务：3.5 性价比：4.0,,2020-11-11 09:53,6：抵达7：30吃上的等待的时间比较长，上菜时已经饿得不行了就没有拍照。上菜速度还是可以的，虽然人多但不至于苦苦等不来一道菜。菜品整体来说还不错，就南方的精致样式嘛口感全凭个人口味的说，第一次在杭州吃脆皮大肠，口感惊艳到我了，以往印象里杭帮菜都是甜腻腻的，这么冷静的口感还是第一次真正感受到其它菜味道还都可以，唯独不喜欢做的黄鳝，应该比较适合南方人口感，太甜腻	
whatr,http://www.dianping.com/member/44691692,45,口味：5.0 环境：4.0 服务：4.0 性价比：5.0 人均：100元,,2020-11-10 22:51,味道实在没的说，好吃，可惜忘记拍照了「脆皮大肠」最好吃的大肠，外皮脆脆，里面有韧劲，沾汤汁味道有一个升华，味道更多元。「油淋鸡」好吃，有一股特殊的味道，有点像烤的，又比烤鸡味道更丰富。「醉虾」好吃，汁水调的很好，虾肉比较糯，像甜虾，可惜虾太小，肉太少。「酱爆茄子」这个不太行，不知道是不是因为不是招牌，有股很不好的酱味儿，不喜欢。总的来说推荐的。	
77虫,http://www.dianping.com/member/6049957,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠 油淋鸡,2020-11-10 21:59,点评上同类排名第一的店铺，来杭州第一个定下的行程就是这边啦。晚上6点多到的，门口已经排了很多人了，服务员会问是要等还是要拼桌，我们选择了拼桌，结果是个大圆桌拼了3队人马「脆皮大肠」这个真的是好吃，外皮炸的酥脆，内里油脂处理的比较干净，不用担心太肥腻。「油淋鸡」很香，麻油的香味给鸡肉增色不少，肉质也很嫩，推荐。「醉虾」个人是不吃这个的，但虾端上来的时候还在蹦跶，可见很新鲜。「西湖醋鱼(鲈鱼)」有点踩雷的菜，不够甜也不够酸，味道怪怪的，吃不惯。	
于沛源,http://www.dianping.com/member/92820023,35,口味：4.5 环境：2.5 服务：2.5 性价比：3.5,喜欢的菜： 脆皮大肠,2020-11-10 21:23,可能是我期待值太高了吧，谈不上很惊艳，工作日中午去的，人倒不是很多。两个人吃光了三个菜，印象最深的反倒是马蹄笋味道不错。	
冷姑娘,http://www.dianping.com/member/752549533,50,口味：5.0 环境：4.5 服务：5.0 性价比：5.0,喜欢的菜： 雪菜冬笋步鱼 脆皮大肠 八宝油条 蒸双臭,2020-11-10 20:40,不想干活的一天，总想吃点好的。晚上7点左右到店里，要排十几桌，算是运气好吧，没有等太久。「脆皮大肠」不是甜的那种，蘸料汁调的很棒，大肠外表脆脆的，也没有异味，好吃「雪菜冬笋步鱼」超级鲜美，步鱼很嫩，汤汁也很下饭，真的要点它点它「八宝油条」老油条，再软一点点就更好吃了「蒸双臭」一上菜，好几桌都看过来，还有人问是什么菜，哈哈哈～整的怪不好意思的。臭豆腐很嫩，跟之前吃的蒸双臭不一样，这个好吃的「嫩菱芦笋」淡了点，但还清爽的「爆炒腰花」腰花很嫩，也不骚气，洋葱比腰花好吃	
不爱萝卜爱吃肉,http://www.dianping.com/member/833841423,45,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2020-11-10 20:04,第二次去了，距离上一次也蛮久了，去这附近看展，就想着来吃一下，这次两个人来，点的有点吃不完「东坡肉(块)」一块两个人吃比较好，不是特别油，好吃的「脆皮大肠」他们家的招牌，这次的特别脆一点「马蹄芦笋」本来想点另外一道道，不过也还可以，马蹄甜甜脆脆的「油淋鸡」等的稍稍有点久，另外我不爱的葱根不要钱一样...偏油了一点	
cyz韩妞么,http://www.dianping.com/member/21144363,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2020-11-10 19:41,排队排了一个小时左右，然后总体而言挺好吃的，油淋鸡很好吃，老公和儿子也吃了好多，蛋黄南瓜挺好吃，三鲜感觉味道一般般，不是很好吃，然后还有面条他们觉得好吃，我觉得很一般般吧，总体而言菜比较油，好吃是好吃的	
dpuser_1555366901,http://www.dianping.com/member/1294444247,5,口味：0.5 环境：0.5 服务：0.5 性价比：0.5,,2020-11-10 19:07,环境一般，买了个空气买了个寂寞，45的葱油蛏子一半空壳，分量小	
气球在我手上,http://www.dianping.com/member/1198552041,35,口味：3.5 环境：3.5 服务：3.5 性价比：3.5,,2020-11-10 19:03,来杭州玩儿，想试试杭帮菜，民宿老板推荐了这家。中午一点钟到的，还有很多人在排队，我们去附近吃了点其他小吃过来刚好轮到。作为四川人，感觉是好吃的，但远远没到惊艳的程度。醉虾四川西昌也有，比这个好吃，油淋鸡还不错，肥肠真的也就还行。	
